"Depth","Age","TRSH"
NA,4,50
NA,109,27.8846153846154
NA,183,35.9861591695502
NA,255,33.1010452961672
NA,397,31.740614334471
NA,544,36.271186440678
NA,679,40.9893992932862
NA,823,50.530035335689
NA,963,73.3108108108108
NA,1106,72.8187919463087
NA,1249,67.4496644295302
NA,1392,71.2418300653595
NA,1534,58.2802547770701
NA,1677,50.1650165016502
NA,1748,60.8552631578947
NA,1914,64.4736842105263
NA,2194,59.5890410958904
NA,2571,67.003367003367
NA,2939,59.3959731543624
NA,3304,41.6107382550336
NA,3673,32.4324324324324
NA,4037,74.247491638796
NA,4400,53.3783783783784
NA,4769,60.5960264900662
NA,5126,59.4059405940594
NA,5372,86.241610738255
NA,5498,65.2459016393443
NA,5606,82.7242524916944
NA,5717,70
NA,5827,73.7024221453287
NA,5938,67.5862068965517
NA,6048,74.3150684931507
NA,6160,66.8918918918919
NA,6270,62.6666666666667
NA,6426,54.7297297297297
NA,6868,55.9602649006623
NA,7566,48.1605351170569
NA,8285,61.8556701030928
NA,9000,52.7210884353741
NA,9714,52.7777777777778
NA,10435,48.8294314381271
NA,11164,32.1070234113712
NA,11886,42.8571428571429
NA,12596,32.1192052980132
NA,13174,24.5791245791246
NA,13603,29.2929292929293
NA,14001,17.1617161716172
NA,14395,22
