Depth,Age,Influx
0,147,0.045009276
0.3,312,0.260553936
0.6,417,0.078771302
0.9,514,0.419194007
1.2,593,0.46182266
1.5,767,0.007725184
1.8,958,0
2.1,1276,0.843996069
2.4,1629,0.3451163
2.7,1858,0.274911565
3,2083,0.021363161
3.3,2317,0
3.6,2577,1.266595547
3.9,2797,0.03875133
4.2,3008,1.160650679
5.4,3762,0.068769826
8,5988,0.456571089
8.4,7430,0.300087882
8.45,7639,0.338616834
8.5,7848,0.289246061
8.55,8041,0.310568104
8.6,8219,0.255813492
8.65,8399,0.191873583
8.7,8579,0.166978458
8.75,8759,0.089409591
8.8,9002,0.182242409
8.85,9248,0.140293678
8.9,9535,0.035878529
8.95,9827,0.33162378
9,10057,0.310721789
9.05,10261,0.219688321
9.1,10463,0.276863759
9.15,10682,0.072022612
9.2,10895,0.322869587
9.25,11100,0.220036014
9.3,11270,0.169218611
9.35,11454,0.233737245
9.4,11630,0.160807342
9.45,11789,0.212714556
9.5,11940,0.313374191
9.55,12104,0.128847926
9.6,12259,0.081341108
9.65,12420,0.162591108
9.7,12588,0.126885409
9.75,12762,0.06867308
9.8,13024,0.060418038
9.85,13272,0.092543327
9.9,13524,0.16931946
9.95,13778,0.052276143
10,14036,0.038513695
10.05,14340,0.04609583
10.1,14639,0.144326207
10.15,14954,0.011953583
10.2,15271,0.116722632
10.25,15584,0.678563926
10.3,15652,0.157590841
10.35,15734,0.388823549
10.6,16042,0.461075327
10.9,16343,0.020401028
11.2,16629,0.036326531
11.5,16899,0
11.8,17181,0.162614356
12.1,17413,0
12.4,17795,0
12.46,17885,0
12.52,18012,0
12.58,18225,0.052144961
12.64,18419,0.018014528
12.7,18596,0.008856495
12.76,18785,0.001994169
12.82,19030,0
12.88,19291,0.008237066
12.94,19562,0.010151114
13,19824,0.016009503
