Depth,Age,Influx
0,-60,804.8732079
4,4.603175,971.9223643
8,69.20635,7.376199369
12,133.8095,6.14682805
16,198.4127,45.35362318
20,263.0159,75.7290388
24,327.619,43.15857993
28,392.2222,98.17609872
32,456.8254,187.8303184
36,521.4286,1432.195438
40,586.0317,786.3300789
44,650.6349,1213.383857
48,715.2381,2086.63925
50,747.5397,561.3626454
54,812.1429,610.2589902
58,876.746,1072.089228
62,941.3492,484.0657061
66,1005.952,212.4803137
70,1070.556,75.42744624
74,1135.159,138.6850622
78,1199.762,864.6014839
82,1264.365,177.4902094
86,1328.968,270.3644708
90,1393.571,374.0062138
94,1458.175,356.0275587
98,1522.778,200.7621501
102,1587.381,46.02987813
106,1651.984,429.4322891
110,1716.587,163.9764524
114,1781.19,357.571397
118,1845.794,38.07781377
122,1910.397,110.5858003
126,1975,18.87631253
130,2051.986,118.5384153
134,2128.973,73.46691983
138,2205.959,82.19479176
142,2282.945,567.8964704
146,2359.931,84.35723999
150,2436.918,50.54979693
154,2513.904,43.12545406
158,2590.89,421.5603957
162,2667.877,331.0512797
166,2744.863,54.96202626
170,2821.849,272.0584961
174,2898.836,99.98860932
178,2975.822,435.7181533
182,3052.808,531.3082948
186,3129.794,222.1353041
190,3206.781,786.455546
194,3283.767,331.2835211
198,3360.753,695.2258661
200,3399.247,243.8638794
