"Depth","Age","Influx"
"0.017","44","417.633"
"0.037","172","2013.921"
"0.058","299","2171.694"
"0.078","415","4733.179"
"0.098","532","2821.346"
"0.114","624","4027.842"
"0.135","739","2663.573"
"0.156","864","2051.044"
"0.175","976","1299.304"
"0.198","1109","1280.743"
"0.217","1218","1559.165"
"0.237","1332","1122.97"
"0.256","1443","1002.32"
"0.276","1555","2153.132"
"0.298","1675","2366.589"
"0.319","1807","3350.348"
"0.338","1944","1438.515"
"0.355","2076","2292.343"
"0.376","2246","928.074"
"0.395","2408","2134.571"
"0.416","2584","1837.587"
"0.435","2734","1559.165"
"0.456","2907","1002.32"
"0.476","3065","1122.97"
"0.495","3337","593.968"
"0.519","3849","417.633"
"0.537","4307","593.968"
"0.557","4840","1067.285"
"0.577","5387","1494.2"
"0.594","5839","946.636"
"0.615","6418","315.545"
"0.634","6941","575.406"
"0.655","7483","751.74"
"0.677","8047","315.545"
"0.697","8485","788.863"
"0.714","8790","1085.847"
"0.735","9141","213.457"
"0.757","9513","259.861"
"0.776","9832","157.773"
"0.795","10146","102.088"
"0.815","10483","102.088"
"0.835","10809","102.088"
"0.852","11102","139.211"
"0.873","11437","157.773"
"0.895","11793","157.773"
"0.914","12109","102.088"
"0.935","12462","120.65"
"0.952","12718","157.773"
"0.974","13086","139.211"
"0.994","13473","157.773"
"1.014","13909","157.773"
"1.035","14395","139.211"
"1.054","14846","102.088"
"1.074","15321","157.773"
"1.095","15845","157.773"
"1.115","16341","213.457"
"1.134","16808","157.773"
"1.153","17261","102.088"
"1.174","17763","102.088"
"1.192","18199","213.457"
"1.213","18709","213.457"
"1.234","19195","213.457"
"1.252","19578","102.088"
"1.274","20000","213.457"
