"Depth","Age","Influx"
"0.04","-29","87731.43431"
"0.08","33","58956.56295"
"0.12","90","40415.58481"
"0.16","145","50079.57906"
"0.2","199","72322.88145"
"0.24","247","43559.77725"
"0.28","299","34174.67825"
"0.32","402","22089.22642"
"0.36","508","14644.82715"
"0.4","605","14025.1084"
"0.44","701","14207.17121"
"0.48","795","16657.29317"
"0.52","892","8856.578723"
"0.56","986","22299.6"
"0.6","1082","57825.60135"
"0.64","1177","61304.74227"
"0.68","1274","36566.12772"
"0.72","1369","33918.39952"
"0.76","1465","38922.61524"
"0.8","1558","17935.59226"
