"Depth","Age","Influx"
"0.01","54","5926.914733"
"0.04","167","15072.36921"
"0.06","237","4847.73913"
"0.08","306","18202.32635"
"0.12","443","47174.40556"
"0.16","572","48516.55817"
"0.2","724","48734.31725"
"0.24","856","18495.34843"
"0.28","989","10978.17357"
"0.32","1117","11421.43556"
"0.36","1255","17179.27436"
"0.4","1395","34535.20206"
"0.44","1521","19291.68732"
"0.48","1643","26218.32081"
"0.5","1710","12872.12683"
"0.54","1878","10197.16968"
"0.58","2155","9373.992822"
"0.62","2501","50879.65775"
"0.66","2875","16175.87565"
"0.7","3261","4529.418261"
"0.74","3650","12187.48797"
"0.78","4051","9335.78938"
"0.82","4439","15090.16123"
"0.86","4842","31336.03922"
"0.9","5250","43247.70909"
"0.94","5415","5704.829919"
"0.98","5505","5773.511958"
"1.02","5589","4638.121511"
"1.06","5676","9270.234314"
"1.1","5769","1408.48149"
"1.14","5857","7115.814389"
"1.18","5949","8263.969412"
"1.22","6034","9222.466204"
"1.26","6120","20247.55653"
"1.3","6347","15684.11292"
"1.34","6903","26052.38387"
"1.38","7622","35262.0238"
"1.42","8395","777.3281046"
"1.46","9160","1595.731681"
"1.5","9954","1673.768146"
"1.54","10718","2312.377964"
"1.58","11528","11355.2402"
"1.62","12324","1570.329315"
"1.66","12943","272.6937634"
"1.7","13265","620.9506941"
"1.74","13613","343.1508094"
"1.78","13975","260.8140351"
"1.82","14355","149.1992952"
