Ref,SampleID,Site name,DEPTH,AGE,AP (%),Pollen data source,Group
166,7032,Laguna Milloc,185,2938,3.47826087,Neotoma,TrAn
166,7033,Laguna Milloc,320,5086,0.517241379,Neotoma,TrAn
166,7034,Laguna Milloc,340,5409,2.573529412,Neotoma,TrAn
166,7035,Laguna Milloc,420,6634,4.724409449,Neotoma,TrAn
166,7036,Laguna Milloc,485,7545,2.521008403,Neotoma,TrAn
166,7037,Laguna Milloc,560,8594,5.649717514,Neotoma,TrAn
166,7038,Laguna Milloc,645,9783,5.303030303,Neotoma,TrAn
166,7039,Laguna Milloc,750,11257,2.836879433,Neotoma,TrAn
166,7040,Laguna Milloc,790,11679,1.923076923,Neotoma,TrAn
166,7041,Laguna Milloc,810,11895,7.236842105,Neotoma,TrAn
166,7042,Laguna Milloc,825,12052,0.970873786,Neotoma,TrAn
166,7043,Laguna Milloc,890,12635,1.13960114,Neotoma,TrAn
167,7044,Laguna Paca,273,0,52.15053763,Neotoma,TrAn
167,7045,Laguna Paca,298,113,71.05263158,Neotoma,TrAn
167,7046,Laguna Paca,322,222,66.66666667,Neotoma,TrAn
167,7047,Laguna Paca,378,475,25.75757576,Neotoma,TrAn
167,7048,Laguna Paca,401,579,12.71186441,Neotoma,TrAn
167,7049,Laguna Paca,425,688,5.809128631,Neotoma,TrAn
167,7050,Laguna Paca,448,792,7.111111111,Neotoma,TrAn
167,7051,Laguna Paca,464,864,12.53561254,Neotoma,TrAn
167,7052,Laguna Paca,484,955,8.873720137,Neotoma,TrAn
167,7053,Laguna Paca,504,1042,9.541984733,Neotoma,TrAn
167,7054,Laguna Paca,524,1125,10.90909091,Neotoma,TrAn
167,7055,Laguna Paca,544,1208,7.82122905,Neotoma,TrAn
167,7056,Laguna Paca,564,1292,5.202312139,Neotoma,TrAn
167,7057,Laguna Paca,584,1375,5.825242718,Neotoma,TrAn
167,7058,Laguna Paca,604,1458,5,Neotoma,TrAn
167,7059,Laguna Paca,624,1542,4.651162791,Neotoma,TrAn
167,7060,Laguna Paca,644,1625,18.75,Neotoma,TrAn
167,7061,Laguna Paca,664,1708,17.4796748,Neotoma,TrAn
167,7062,Laguna Paca,684,1792,14.59854015,Neotoma,TrAn
167,7063,Laguna Paca,704,1875,12.01550388,Neotoma,TrAn
167,7064,Laguna Paca,724,1958,14.21568627,Neotoma,TrAn
167,7065,Laguna Paca,744,2114,8.125,Neotoma,TrAn
167,7066,Laguna Paca,764,2342,6.12244898,Neotoma,TrAn
167,7067,Laguna Paca,784,2570,6.25,Neotoma,TrAn
167,7068,Laguna Paca,804,2798,7.075471698,Neotoma,TrAn
167,7069,Laguna Paca,824,3026,9.045226131,Neotoma,TrAn
167,7070,Laguna Paca,844,3254,9.933774834,Neotoma,TrAn
167,7071,Laguna Paca,864,3482,11.06557377,Neotoma,TrAn
167,7072,Laguna Paca,884,3709,5.82010582,Neotoma,TrAn
167,7073,Laguna Paca,904,3937,5.821917808,Neotoma,TrAn
167,7074,Laguna Paca,924,4165,9.649122807,Neotoma,TrAn
167,7075,Laguna Paca,944,4393,14.04255319,Neotoma,TrAn
167,7076,Laguna Paca,963,4610,12.71186441,Neotoma,TrAn
167,7077,Laguna Paca,973,4724,13.97058824,Neotoma,TrAn
167,7078,Laguna Paca,983,4838,9.836065574,Neotoma,TrAn
167,7079,Laguna Paca,993,4952,10.6918239,Neotoma,TrAn
167,7080,Laguna Paca,1003,5066,13.67521368,Neotoma,TrAn
167,7081,Laguna Paca,1013,5180,8.296943231,Neotoma,TrAn
167,7082,Laguna Paca,1023,5294,9.558823529,Neotoma,TrAn
167,7083,Laguna Paca,1033,5408,4.42804428,Neotoma,TrAn
169,7084,Laguna Pomacocha,608,-2,11.52542373,Neotoma,TrAn
169,7085,Laguna Pomacocha,628,711,13.24675325,Neotoma,TrAn
169,7086,Laguna Pomacocha,648,1428,18.11023622,Neotoma,TrAn
169,7087,Laguna Pomacocha,654,1654,14.06727829,Neotoma,TrAn
169,7088,Laguna Pomacocha,660,1882,6.722689076,Neotoma,TrAn
169,7089,Laguna Pomacocha,678,2679,6.829268293,Neotoma,TrAn
169,7090,Laguna Pomacocha,706,4089,13.44086022,Neotoma,TrAn
169,7091,Laguna Pomacocha,726,5228,12.83185841,Neotoma,TrAn
169,7092,Laguna Pomacocha,746,6392,21.21212121,Neotoma,TrAn
169,7093,Laguna Pomacocha,752,6805,22.30769231,Neotoma,TrAn
169,7094,Laguna Pomacocha,762,7552,16.87344913,Neotoma,TrAn
169,7095,Laguna Pomacocha,766,7850,13.88888889,Neotoma,TrAn
169,7096,Laguna Pomacocha,772,8375,22.10526316,Neotoma,TrAn
169,7097,Laguna Pomacocha,782,9344,14.09090909,Neotoma,TrAn
169,7098,Laguna Pomacocha,792,10286,27.03583062,Neotoma,TrAn
169,7099,Laguna Pomacocha,802,11208,18.6440678,Neotoma,TrAn
170,7100,Laguna Jeronimo,804,-8,25.06142506,Neotoma,TrAn
170,7101,Laguna Jeronimo,814,252,26.16033755,Neotoma,TrAn
170,7102,Laguna Jeronimo,824,516,12.71186441,Neotoma,TrAn
170,7103,Laguna Jeronimo,834,777,14.65968586,Neotoma,TrAn
170,7104,Laguna Jeronimo,844,1024,24.48979592,Neotoma,TrAn
170,7105,Laguna Jeronimo,854,1186,16.26984127,Neotoma,TrAn
170,7106,Laguna Jeronimo,864,1350,13.90243902,Neotoma,TrAn
170,7107,Laguna Jeronimo,874,1512,15.3024911,Neotoma,TrAn
170,7108,Laguna Jeronimo,884,1676,12.5,Neotoma,TrAn
170,7109,Laguna Jeronimo,896,1870,10.52631579,Neotoma,TrAn
170,7110,Laguna Jeronimo,900,1944,20.79510703,Neotoma,TrAn
170,7111,Laguna Jeronimo,905,2074,15.58073654,Neotoma,TrAn
170,7112,Laguna Jeronimo,912,2276,16.79790026,Neotoma,TrAn
170,7113,Laguna Jeronimo,932,2855,22.10796915,Neotoma,TrAn
170,7114,Laguna Jeronimo,952,3438,14.96259352,Neotoma,TrAn
170,7115,Laguna Jeronimo,972,4014,22.13740458,Neotoma,TrAn
170,7116,Laguna Jeronimo,990,4533,13.84615385,Neotoma,TrAn
170,7117,Laguna Jeronimo,994,4646,16.21621622,Neotoma,TrAn
170,7118,Laguna Jeronimo,998,4763,24.59016393,Neotoma,TrAn
170,7119,Laguna Jeronimo,1000,4826,21.67630058,Neotoma,TrAn
170,7120,Laguna Jeronimo,1002,4896,25.96153846,Neotoma,TrAn
170,7121,Laguna Jeronimo,1004,4965,18.64864865,Neotoma,TrAn
170,7122,Laguna Jeronimo,1010,5335,22.84382284,Neotoma,TrAn
170,7123,Laguna Jeronimo,1030,6587,25.41176471,Neotoma,TrAn
170,7124,Laguna Jeronimo,1050,7825,22.14285714,Neotoma,TrAn
170,7125,Laguna Jeronimo,1062,8569,24.75728155,Neotoma,TrAn
170,7126,Laguna Jeronimo,1072,9189,22.64957265,Neotoma,TrAn
170,7127,Laguna Jeronimo,1082,9812,21.20418848,Neotoma,TrAn
170,7128,Laguna Jeronimo,1092,10434,18.91891892,Neotoma,TrAn
170,7129,Laguna Jeronimo,1097,10749,37.03703704,Neotoma,TrAn
170,7130,Laguna Jeronimo,1100,10937,27.5147929,Neotoma,TrAn
170,7131,Laguna Jeronimo,1102,11059,34.48275862,Neotoma,TrAn
170,7132,Laguna Jeronimo,1105,11245,31.51927438,Neotoma,TrAn
170,7133,Laguna Jeronimo,1107,11370,39.26380368,Neotoma,TrAn
170,7134,Laguna Jeronimo,1108,11432,33.63028953,Neotoma,TrAn
170,7135,Laguna Jeronimo,1109,11495,37.74703557,Neotoma,TrAn
170,7136,Laguna Jeronimo,1111,11619,28.67298578,Neotoma,TrAn
170,7137,Laguna Jeronimo,1112,11681,35.89211618,Neotoma,TrAn
170,7138,Laguna Jeronimo,1117,11988,38,Neotoma,TrAn
170,7139,Laguna Jeronimo,1120,12162,37.74104683,Neotoma,TrAn
174,7140,Lago Rogaguado,2,-11,47.28370221,Neotoma,Amazonia
174,7141,Lago Rogaguado,4,34,51.31313131,Neotoma,Amazonia
174,7142,Lago Rogaguado,6,76,41.73387097,Neotoma,Amazonia
174,7143,Lago Rogaguado,8,120,41.41414141,Neotoma,Amazonia
174,7144,Lago Rogaguado,10,164,50.10570825,Neotoma,Amazonia
174,7145,Lago Rogaguado,12,208,55.01066098,Neotoma,Amazonia
174,7146,Lago Rogaguado,14,252,61.18811881,Neotoma,Amazonia
174,7147,Lago Rogaguado,16,294,57.20164609,Neotoma,Amazonia
174,7148,Lago Rogaguado,18,338,45.89371981,Neotoma,Amazonia
174,7149,Lago Rogaguado,20,380,46.86346863,Neotoma,Amazonia
174,7150,Lago Rogaguado,22,423,50.69767442,Neotoma,Amazonia
174,7151,Lago Rogaguado,24,482,48.1884058,Neotoma,Amazonia
174,7152,Lago Rogaguado,26,573,48.03149606,Neotoma,Amazonia
174,7153,Lago Rogaguado,28,679,53.73134328,Neotoma,Amazonia
174,7154,Lago Rogaguado,30,782,45.90163934,Neotoma,Amazonia
174,7155,Lago Rogaguado,32,881,48.21428571,Neotoma,Amazonia
174,7156,Lago Rogaguado,34,982,55,Neotoma,Amazonia
174,7157,Lago Rogaguado,36,1084,40.37267081,Neotoma,Amazonia
174,7158,Lago Rogaguado,38,1209,36.01694915,Neotoma,Amazonia
174,7159,Lago Rogaguado,40,1483,43.30985915,Neotoma,Amazonia
174,7160,Lago Rogaguado,42,1792,47.1641791,Neotoma,Amazonia
174,7161,Lago Rogaguado,44,2102,46.78571429,Neotoma,Amazonia
174,7162,Lago Rogaguado,46,2433,43.50282486,Neotoma,Amazonia
174,7163,Lago Rogaguado,48,2748,38.88888889,Neotoma,Amazonia
174,7164,Lago Rogaguado,50,3034,35.20710059,Neotoma,Amazonia
174,7165,Lago Rogaguado,52,3177,29.844098,Neotoma,Amazonia
174,7166,Lago Rogaguado,54,3337,32.72357724,Neotoma,Amazonia
174,7167,Lago Rogaguado,56,3515,32.68398268,Neotoma,Amazonia
174,7168,Lago Rogaguado,58,4055,38.82783883,Neotoma,Amazonia
174,7169,Lago Rogaguado,60,4600,25,Neotoma,Amazonia
174,7170,Lago Rogaguado,61,4859,36.49122807,Neotoma,Amazonia
174,7171,Lago Rogaguado,62,5121,18.20083682,Neotoma,Amazonia
174,7172,Lago Rogaguado,63,5324,26.40586797,Neotoma,Amazonia
174,7173,Lago Rogaguado,64,5526,18.5840708,Neotoma,Amazonia
174,7174,Lago Rogaguado,65,5577,25.28473804,Neotoma,Amazonia
174,7175,Lago Rogaguado,66,5627,11.83800623,Neotoma,Amazonia
174,7176,Lago Rogaguado,67,5679,20.32520325,Neotoma,Amazonia
174,7177,Lago Rogaguado,68,5731,16.43454039,Neotoma,Amazonia
174,7178,Lago Rogaguado,69,5784,14.78439425,Neotoma,Amazonia
174,7179,Lago Rogaguado,70,5837,16.74528302,Neotoma,Amazonia
174,7180,Lago Rogaguado,71,5936,13.2231405,Neotoma,Amazonia
174,7181,Lago Rogaguado,72,6035,12.87477954,Neotoma,Amazonia
174,7182,Lago Rogaguado,74,6485,12.14953271,Neotoma,Amazonia
174,7183,Lago Rogaguado,76,6949,12.71820449,Neotoma,Amazonia
174,7184,Lago Rogaguado,78,7413,11.51776103,Neotoma,Amazonia
174,7185,Lago Rogaguado,80,-11,47.28370221,Neotoma,Amazonia
175,7186,Lake Refugio 1,0,-56,59.45945946,Neotoma,TrAn
175,7187,Lake Refugio 1,3,188,60,Neotoma,TrAn
175,7188,Lake Refugio 1,5,342,53.75854214,Neotoma,TrAn
175,7189,Lake Refugio 1,7.5,543,28.03738318,Neotoma,TrAn
175,7190,Lake Refugio 1,10,737,32.35955056,Neotoma,TrAn
175,7191,Lake Refugio 1,12.5,939,26.43979058,Neotoma,TrAn
175,7192,Lake Refugio 1,15,1135,36.33440514,Neotoma,TrAn
175,7193,Lake Refugio 1,17.5,1339,27.86516854,Neotoma,TrAn
175,7194,Lake Refugio 1,20,1539,32.46753247,Neotoma,TrAn
175,7195,Lake Refugio 1,22.5,1739,18.30985915,Neotoma,TrAn
175,7196,Lake Refugio 1,25,1935,41.191067,Neotoma,TrAn
175,7197,Lake Refugio 1,27.5,2149,30.55555556,Neotoma,TrAn
175,7198,Lake Refugio 1,30,2737,50.25125628,Neotoma,TrAn
175,7199,Lake Refugio 1,32.5,3559,34.31578947,Neotoma,TrAn
175,7200,Lake Refugio 1,35,4307,19.84126984,Neotoma,TrAn
175,7201,Lake Refugio 1,37.5,4857,61.02719033,Neotoma,TrAn
175,7202,Lake Refugio 1,40,5359,40.09324009,Neotoma,TrAn
175,7203,Lake Refugio 1,42,5771,52.80898876,Neotoma,TrAn
175,7204,Lake Refugio 1,45,6374,36.78474114,Neotoma,TrAn
175,7205,Lake Refugio 1,47,11935,50.39164491,Neotoma,TrAn
175,7206,Lake Refugio 1,50,12684,53.13351499,Neotoma,TrAn
175,7207,Lake Refugio 1,52,13367,66.14906832,Neotoma,TrAn
175,7208,Lake Refugio 1,55,14383,74.43365696,Neotoma,TrAn
175,7209,Lake Refugio 1,57,14649,58.7020649,Neotoma,TrAn
175,7210,Lake Refugio 1,60,14957,61.81818182,Neotoma,TrAn
175,7211,Lake Refugio 1,63,15257,47.39884393,Neotoma,TrAn
175,7212,Lake Refugio 1,64,15373,61.74698795,Neotoma,TrAn
175,7213,Lake Refugio 1,70,16261,63.69047619,Neotoma,TrAn
175,7214,Lake Refugio 1,75,17034,64.63022508,Neotoma,TrAn
175,7215,Lake Refugio 1,80,17814,66.55518395,Neotoma,TrAn
175,7216,Lake Refugio 1,85,18584,69.72010178,Neotoma,TrAn
176,7217,Lake Refugio 2,0,-56,56.38629283,Neotoma,TrAn
176,7218,Lake Refugio 2,5,166,54.09836066,Neotoma,TrAn
176,7219,Lake Refugio 2,10,389,53.91566265,Neotoma,TrAn
176,7220,Lake Refugio 2,15,611,45.05494505,Neotoma,TrAn
176,7221,Lake Refugio 2,25,1056,43.72197309,Neotoma,TrAn
176,7222,Lake Refugio 2,32,1367,56.74157303,Neotoma,TrAn
176,7223,Lake Refugio 2,35,1501,45.74132492,Neotoma,TrAn
176,7224,Lake Refugio 2,42,1812,47.42857143,Neotoma,TrAn
176,7225,Lake Refugio 2,45,1946,40.45584046,Neotoma,TrAn
176,7226,Lake Refugio 2,51,2212,39.14081146,Neotoma,TrAn
176,7227,Lake Refugio 2,55,2390,35.53299492,Neotoma,TrAn
176,7228,Lake Refugio 2,62,2702,34.11458333,Neotoma,TrAn
176,7229,Lake Refugio 2,65,2835,34.61538462,Neotoma,TrAn
176,7230,Lake Refugio 2,75,3280,39.88919668,Neotoma,TrAn
176,7231,Lake Refugio 2,92,8984,63.81578947,Neotoma,TrAn
176,7232,Lake Refugio 2,102,10930,66.66666667,Neotoma,TrAn
176,7233,Lake Refugio 2,127,15795,66.17647059,Neotoma,TrAn
176,7234,Lake Refugio 2,157,21633,50.60240964,Neotoma,TrAn
177,7235,Lake Refugio 3,0,-56,38.96103896,Neotoma,TrAn
177,7236,Lake Refugio 3,5,847,58.43023256,Neotoma,TrAn
177,7237,Lake Refugio 3,10,1773,35.07246377,Neotoma,TrAn
177,7238,Lake Refugio 3,15,2707,37.65182186,Neotoma,TrAn
177,7239,Lake Refugio 3,35,6575,38.17567568,Neotoma,TrAn
179,7240,Laguna Granja,0,0,42.99287411,Neotoma,Amazonia
179,7241,Laguna Granja,4.8,68,41.64524422,Neotoma,Amazonia
179,7242,Laguna Granja,9.6,136,54.02985075,Neotoma,Amazonia
179,7243,Laguna Granja,14.4,204,46.66666667,Neotoma,Amazonia
179,7244,Laguna Granja,21.12,300,45.97014925,Neotoma,Amazonia
179,7245,Laguna Granja,24,348,38.81748072,Neotoma,Amazonia
179,7246,Laguna Granja,28.8,430,35.96491228,Neotoma,Amazonia
179,7247,Laguna Granja,33.6,514,35.57422969,Neotoma,Amazonia
179,7248,Laguna Granja,38.4,597,20.06578947,Neotoma,Amazonia
179,7249,Laguna Granja,43.2,680,16.0130719,Neotoma,Amazonia
179,7250,Laguna Granja,48,785,16.21621622,Neotoma,Amazonia
179,7251,Laguna Granja,53.07,896,23.73417722,Neotoma,Amazonia
179,7252,Laguna Granja,58.17,1007,18.36065574,Neotoma,Amazonia
179,7253,Laguna Granja,63.27,1118,29.26045016,Neotoma,Amazonia
179,7254,Laguna Granja,68.37,1229,30.86053412,Neotoma,Amazonia
179,7255,Laguna Granja,73.47,1340,34.35582822,Neotoma,Amazonia
179,7256,Laguna Granja,78.57,1451,21.06918239,Neotoma,Amazonia
179,7257,Laguna Granja,83.68,1562,25.625,Neotoma,Amazonia
179,7258,Laguna Granja,88.77,1673,28.77906977,Neotoma,Amazonia
179,7259,Laguna Granja,94.38,2031,32.46376812,Neotoma,Amazonia
179,7260,Laguna Granja,98.97,2434,21.17263844,Neotoma,Amazonia
179,7261,Laguna Granja,101.01,2613,33.05555556,Neotoma,Amazonia
179,7262,Laguna Granja,104.07,2882,31.32183908,Neotoma,Amazonia
179,7263,Laguna Granja,110,3330,23.91304348,Neotoma,Amazonia
179,7264,Laguna Granja,115,3778,24.92401216,Neotoma,Amazonia
179,7265,Laguna Granja,120,4226,31.89189189,Neotoma,Amazonia
179,7266,Laguna Granja,125,4645,42.36111111,Neotoma,Amazonia
179,7267,Laguna Granja,130,4943,24.23312883,Neotoma,Amazonia
179,7268,Laguna Granja,135,5241,32.93768546,Neotoma,Amazonia
179,7269,Laguna Granja,140,5539,35.59782609,Neotoma,Amazonia
179,7270,Laguna Granja,145,5837,34.83483483,Neotoma,Amazonia
179,7271,Laguna Granja,150,6135,43.38461538,Neotoma,Amazonia
180,7272,Laguna Orí,0,0,69.00958466,Neotoma,Amazonia
180,7273,Laguna Orí,1,107,77.81456954,Neotoma,Amazonia
180,7274,Laguna Orí,2,214,44.12955466,Neotoma,Amazonia
180,7275,Laguna Orí,3,322,72.88732394,Neotoma,Amazonia
180,7276,Laguna Orí,4,429,72.03947368,Neotoma,Amazonia
180,7277,Laguna Orí,5,536,71.13402062,Neotoma,Amazonia
180,7278,Laguna Orí,6,643,74.63768116,Neotoma,Amazonia
180,7279,Laguna Orí,7,750,75.18248175,Neotoma,Amazonia
180,7280,Laguna Orí,8,858,77.5862069,Neotoma,Amazonia
180,7281,Laguna Orí,9,965,66.11842105,Neotoma,Amazonia
180,7282,Laguna Orí,10,1072,68.19672131,Neotoma,Amazonia
180,7283,Laguna Orí,11,1179,74.91749175,Neotoma,Amazonia
180,7284,Laguna Orí,12,1286,76.8707483,Neotoma,Amazonia
180,7285,Laguna Orí,13,1394,75.1552795,Neotoma,Amazonia
180,7286,Laguna Orí,14,1501,75.30120482,Neotoma,Amazonia
180,7287,Laguna Orí,15,1608,70.06802721,Neotoma,Amazonia
180,7288,Laguna Orí,16,1715,72.56944444,Neotoma,Amazonia
180,7289,Laguna Orí,17,1822,63.78737542,Neotoma,Amazonia
180,7290,Laguna Orí,18,1930,51.54639175,Neotoma,Amazonia
180,7291,Laguna Orí,19,2080,41.17647059,Neotoma,Amazonia
180,7292,Laguna Orí,20,2229,52.54237288,Neotoma,Amazonia
180,7293,Laguna Orí,21,2379,39.13043478,Neotoma,Amazonia
180,7294,Laguna Orí,22,2528,46.59863946,Neotoma,Amazonia
180,7295,Laguna Orí,25,2977,47.76119403,Neotoma,Amazonia
180,7296,Laguna Orí,27,3276,51.96078431,Neotoma,Amazonia
180,7297,Laguna Orí,30,3725,47.13375796,Neotoma,Amazonia
180,7298,Laguna Orí,32,4117,44.10774411,Neotoma,Amazonia
180,7299,Laguna Orí,35,4704,33.22259136,Neotoma,Amazonia
180,7300,Laguna Orí,37,5096,41.15646259,Neotoma,Amazonia
180,7301,Laguna Orí,40,5683,35.81081081,Neotoma,Amazonia
182,7302,Laguna de Pacucha,0,-53,47.94520548,Neotoma,TrAn
182,7303,Laguna de Pacucha,30,188,35.22727273,Neotoma,TrAn
182,7304,Laguna de Pacucha,60,356,37.19512195,Neotoma,TrAn
182,7305,Laguna de Pacucha,90,471,28.57142857,Neotoma,TrAn
182,7306,Laguna de Pacucha,120,590,35.61253561,Neotoma,TrAn
182,7307,Laguna de Pacucha,150,761,24.69879518,Neotoma,TrAn
182,7308,Laguna de Pacucha,180,965,38.18181818,Neotoma,TrAn
182,7309,Laguna de Pacucha,210,1258,27.42382271,Neotoma,TrAn
182,7310,Laguna de Pacucha,240,1598,24.75884244,Neotoma,TrAn
182,7311,Laguna de Pacucha,270,1846,22.04968944,Neotoma,TrAn
182,7312,Laguna de Pacucha,300,2075,10.60606061,Neotoma,TrAn
182,7313,Laguna de Pacucha,330,2305,34.18803419,Neotoma,TrAn
182,7314,Laguna de Pacucha,390,2761,25.67237164,Neotoma,TrAn
182,7315,Laguna de Pacucha,420,2983,24.75570033,Neotoma,TrAn
182,7316,Laguna de Pacucha,435,3082,27.07692308,Neotoma,TrAn
182,7317,Laguna de Pacucha,450,3184,20.92307692,Neotoma,TrAn
182,7318,Laguna de Pacucha,465,3289,20.79510703,Neotoma,TrAn
182,7319,Laguna de Pacucha,495,3494,15.48387097,Neotoma,TrAn
182,7320,Laguna de Pacucha,510,3593,18.87323944,Neotoma,TrAn
182,7321,Laguna de Pacucha,525,3691,22.04968944,Neotoma,TrAn
182,7322,Laguna de Pacucha,540,3791,14.86068111,Neotoma,TrAn
182,7323,Laguna de Pacucha,555,3890,13.67781155,Neotoma,TrAn
182,7324,Laguna de Pacucha,570,3989,19.6013289,Neotoma,TrAn
182,7325,Laguna de Pacucha,585,4087,17.97101449,Neotoma,TrAn
182,7326,Laguna de Pacucha,615,4286,17.09677419,Neotoma,TrAn
182,7327,Laguna de Pacucha,630,4382,3.525641026,Neotoma,TrAn
182,7328,Laguna de Pacucha,650,4494,2.564102564,Neotoma,TrAn
182,7329,Laguna de Pacucha,670,4594,17.41741742,Neotoma,TrAn
182,7330,Laguna de Pacucha,690,4697,11.21495327,Neotoma,TrAn
182,7331,Laguna de Pacucha,710,4798,15.86826347,Neotoma,TrAn
182,7332,Laguna de Pacucha,730,4895,18.06615776,Neotoma,TrAn
182,7333,Laguna de Pacucha,750,5007,11.42857143,Neotoma,TrAn
182,7334,Laguna de Pacucha,760,5071,18.34319527,Neotoma,TrAn
182,7335,Laguna de Pacucha,770,5156,15.0997151,Neotoma,TrAn
182,7336,Laguna de Pacucha,780,5242,15.24390244,Neotoma,TrAn
182,7337,Laguna de Pacucha,790,5515,21.32564841,Neotoma,TrAn
182,7338,Laguna de Pacucha,800,5785,24.80620155,Neotoma,TrAn
182,7339,Laguna de Pacucha,810,6075,27.27272727,Neotoma,TrAn
182,7340,Laguna de Pacucha,820,6364,21.42857143,Neotoma,TrAn
182,7341,Laguna de Pacucha,830,6773,35.71428571,Neotoma,TrAn
182,7342,Laguna de Pacucha,835,6979,26.86084142,Neotoma,TrAn
182,7343,Laguna de Pacucha,840,7182,22.12389381,Neotoma,TrAn
182,7344,Laguna de Pacucha,845,7379,32.79742765,Neotoma,TrAn
182,7345,Laguna de Pacucha,850,7576,29.30513595,Neotoma,TrAn
182,7346,Laguna de Pacucha,855,7772,22.60869565,Neotoma,TrAn
182,7347,Laguna de Pacucha,860,7970,27.87356322,Neotoma,TrAn
182,7348,Laguna de Pacucha,865,8201,26.5129683,Neotoma,TrAn
182,7349,Laguna de Pacucha,870,8429,26.68621701,Neotoma,TrAn
182,7350,Laguna de Pacucha,875,8659,34.23423423,Neotoma,TrAn
182,7351,Laguna de Pacucha,880,8887,36.68831169,Neotoma,TrAn
182,7352,Laguna de Pacucha,885,9100,25.82781457,Neotoma,TrAn
182,7353,Laguna de Pacucha,890,9313,31.39158576,Neotoma,TrAn
182,7354,Laguna de Pacucha,895,9527,50.58823529,Neotoma,TrAn
182,7355,Laguna de Pacucha,900,9739,40.32258065,Neotoma,TrAn
182,7356,Laguna de Pacucha,905,9960,37.20930233,Neotoma,TrAn
182,7357,Laguna de Pacucha,910,10183,24.69879518,Neotoma,TrAn
182,7358,Laguna de Pacucha,915,10406,31.34796238,Neotoma,TrAn
182,7359,Laguna de Pacucha,920,10628,35.06097561,Neotoma,TrAn
182,7360,Laguna de Pacucha,925,10803,27.83505155,Neotoma,TrAn
182,7361,Laguna de Pacucha,930,10975,30.43478261,Neotoma,TrAn
182,7362,Laguna de Pacucha,935,11147,35.91331269,Neotoma,TrAn
182,7363,Laguna de Pacucha,940,11317,40,Neotoma,TrAn
182,7364,Laguna de Pacucha,945,11486,34.95145631,Neotoma,TrAn
182,7365,Laguna de Pacucha,950,11656,32.06997085,Neotoma,TrAn
182,7366,Laguna de Pacucha,955,11826,27.65273312,Neotoma,TrAn
182,7367,Laguna de Pacucha,960,11995,23.92026578,Neotoma,TrAn
182,7368,Laguna de Pacucha,965,12168,23.38983051,Neotoma,TrAn
182,7369,Laguna de Pacucha,970,12340,23.56902357,Neotoma,TrAn
182,7370,Laguna de Pacucha,975,12515,20.45454545,Neotoma,TrAn
182,7371,Laguna de Pacucha,980,12690,24.45820433,Neotoma,TrAn
182,7372,Laguna de Pacucha,985,12898,30.18292683,Neotoma,TrAn
182,7373,Laguna de Pacucha,990,13106,43.22580645,Neotoma,TrAn
182,7374,Laguna de Pacucha,995,13313,39.44636678,Neotoma,TrAn
182,7375,Laguna de Pacucha,1000,13521,34.55657492,Neotoma,TrAn
182,7376,Laguna de Pacucha,1005,13757,38.87147335,Neotoma,TrAn
182,7377,Laguna de Pacucha,1010,13993,34.61538462,Neotoma,TrAn
182,7378,Laguna de Pacucha,1015,14227,42.85714286,Neotoma,TrAn
182,7379,Laguna de Pacucha,1020,14461,37.53581662,Neotoma,TrAn
182,7380,Laguna de Pacucha,1025,14685,33.64779874,Neotoma,TrAn
182,7381,Laguna de Pacucha,1030,14910,32.71604938,Neotoma,TrAn
182,7382,Laguna de Pacucha,1035,15137,28.07570978,Neotoma,TrAn
182,7383,Laguna de Pacucha,1040,15362,31.93548387,Neotoma,TrAn
182,7384,Laguna de Pacucha,1060,15688,31.17647059,Neotoma,TrAn
182,7385,Laguna de Pacucha,1090,16074,19.07692308,Neotoma,TrAn
182,7386,Laguna de Pacucha,1120,16457,19.30379747,Neotoma,TrAn
182,7387,Laguna de Pacucha,1150,16804,21.42857143,Neotoma,TrAn
182,7388,Laguna de Pacucha,1180,17118,12.71676301,Neotoma,TrAn
182,7389,Laguna de Pacucha,1210,17415,17.06586826,Neotoma,TrAn
182,7390,Laguna de Pacucha,1230,17610,12.65822785,Neotoma,TrAn
182,7391,Laguna de Pacucha,1240,17710,11.67192429,Neotoma,TrAn
182,7392,Laguna de Pacucha,1246,17864,11.5625,Neotoma,TrAn
182,7393,Laguna de Pacucha,1252,18019,10.87613293,Neotoma,TrAn
182,7394,Laguna de Pacucha,1258,18176,8.978328173,Neotoma,TrAn
182,7395,Laguna de Pacucha,1264,18364,12.74509804,Neotoma,TrAn
182,7396,Laguna de Pacucha,1270,18571,18.84057971,Neotoma,TrAn
182,7397,Laguna de Pacucha,1276,18777,17.93103448,Neotoma,TrAn
182,7398,Laguna de Pacucha,1282,18983,25.07739938,Neotoma,TrAn
182,7399,Laguna de Pacucha,1288,19191,29.87421384,Neotoma,TrAn
182,7400,Laguna de Pacucha,1294,19398,24.43729904,Neotoma,TrAn
182,7401,Laguna de Pacucha,1300,19606,24.54873646,Neotoma,TrAn
182,7402,Laguna de Pacucha,1305,19763,23.58803987,Neotoma,TrAn
182,7403,Laguna de Pacucha,1310,19922,16.35802469,Neotoma,TrAn
182,7404,Laguna de Pacucha,1315,20083,19.48881789,Neotoma,TrAn
182,7405,Laguna de Pacucha,1320,20242,9.030100334,Neotoma,TrAn
182,7406,Laguna de Pacucha,1325,20438,11.64179104,Neotoma,TrAn
