Ref,SampleID,Site name,DEPTH,AGE,AP (%),Pollen data source,Group
1,1,Lake Tulane,2267,-34,75.37473233,Neotoma,NNeo
1,2,Lake Tulane,2269,-7,78.47222222,Neotoma,NNeo
1,3,Lake Tulane,2271,20,71.65697674,Neotoma,NNeo
1,4,Lake Tulane,2273,48,69.52191235,Neotoma,NNeo
1,5,Lake Tulane,2275,75,69.01893287,Neotoma,NNeo
1,6,Lake Tulane,2279,130,70.46070461,Neotoma,NNeo
1,7,Lake Tulane,2283,185,76.00502513,Neotoma,NNeo
1,8,Lake Tulane,2287,241,78.66894198,Neotoma,NNeo
1,9,Lake Tulane,2291,297,89.38223938,Neotoma,NNeo
1,10,Lake Tulane,2295,353,89.49640288,Neotoma,NNeo
1,11,Lake Tulane,2299,409,91.48580968,Neotoma,NNeo
1,12,Lake Tulane,2303,465,90.51987768,Neotoma,NNeo
1,13,Lake Tulane,2307,522,88.0455408,Neotoma,NNeo
1,14,Lake Tulane,2311,579,88.20895522,Neotoma,NNeo
1,15,Lake Tulane,2315,636,88.90449438,Neotoma,NNeo
1,16,Lake Tulane,2320,708,87.15953307,Neotoma,NNeo
1,17,Lake Tulane,2330,853,91.11969112,Neotoma,NNeo
1,18,Lake Tulane,2340,999,89.3115942,Neotoma,NNeo
1,19,Lake Tulane,2360,1297,88.49104859,Neotoma,NNeo
1,20,Lake Tulane,2380,1601,89.1184573,Neotoma,NNeo
1,21,Lake Tulane,2402,1943,89.80686695,Neotoma,NNeo
1,22,Lake Tulane,2422,2260,84.92935636,Neotoma,NNeo
1,23,Lake Tulane,2442,2583,86.44338118,Neotoma,NNeo
1,24,Lake Tulane,2462,2912,85.34482759,Neotoma,NNeo
1,25,Lake Tulane,2482,3248,82.50460405,Neotoma,NNeo
1,26,Lake Tulane,2503,3608,75.96153846,Neotoma,NNeo
1,27,Lake Tulane,2512,3764,81.9295559,Neotoma,NNeo
1,28,Lake Tulane,2522,3939,75.86649551,Neotoma,NNeo
1,29,Lake Tulane,2532,4115,75.84269663,Neotoma,NNeo
1,30,Lake Tulane,2542,4293,77.73019272,Neotoma,NNeo
1,31,Lake Tulane,2552,4473,79.19463087,Neotoma,NNeo
1,32,Lake Tulane,2562,4654,68.59060403,Neotoma,NNeo
1,33,Lake Tulane,2572,4837,82.46628131,Neotoma,NNeo
1,34,Lake Tulane,2582,5021,81.7989418,Neotoma,NNeo
1,35,Lake Tulane,2591,5188,73.35907336,Neotoma,NNeo
1,36,Lake Tulane,2602,5394,75.76736672,Neotoma,NNeo
1,37,Lake Tulane,2612,5583,73.48754448,Neotoma,NNeo
1,38,Lake Tulane,2622,5774,69.00510204,Neotoma,NNeo
1,39,Lake Tulane,2632,5966,69.43820225,Neotoma,NNeo
1,40,Lake Tulane,2642,6160,64.89583333,Neotoma,NNeo
1,41,Lake Tulane,2652,6355,63.15789474,Neotoma,NNeo
1,42,Lake Tulane,2662,6552,64.07914764,Neotoma,NNeo
1,43,Lake Tulane,2672,6750,68.27309237,Neotoma,NNeo
1,44,Lake Tulane,2682,6950,70.82601054,Neotoma,NNeo
1,45,Lake Tulane,2691,7132,67.0235546,Neotoma,NNeo
1,46,Lake Tulane,2702,7355,68.14744802,Neotoma,NNeo
1,47,Lake Tulane,2712,7560,66.66666667,Neotoma,NNeo
1,48,Lake Tulane,2722,7766,67.48046875,Neotoma,NNeo
1,49,Lake Tulane,2732,7974,68.31345826,Neotoma,NNeo
1,50,Lake Tulane,2742,8183,66.93914623,Neotoma,NNeo
1,51,Lake Tulane,2752,8394,65.49450549,Neotoma,NNeo
1,52,Lake Tulane,2762,8606,68.55895197,Neotoma,NNeo
1,53,Lake Tulane,2772,8820,65.28028933,Neotoma,NNeo
1,54,Lake Tulane,2782,9036,71.18437118,Neotoma,NNeo
1,55,Lake Tulane,2792,9253,70.33398821,Neotoma,NNeo
1,56,Lake Tulane,2798,9384,78.50971922,Neotoma,NNeo
1,57,Lake Tulane,2802,9472,78.51637765,Neotoma,NNeo
1,58,Lake Tulane,2812,9692,73.82113821,Neotoma,NNeo
1,59,Lake Tulane,2822,9914,74.82517483,Neotoma,NNeo
1,60,Lake Tulane,2832,10137,75.73964497,Neotoma,NNeo
1,61,Lake Tulane,2842,10362,64.90280778,Neotoma,NNeo
1,62,Lake Tulane,2852,10589,69.93006993,Neotoma,NNeo
1,63,Lake Tulane,2862,10817,62.15213358,Neotoma,NNeo
1,64,Lake Tulane,2872,11046,66.42335766,Neotoma,NNeo
1,65,Lake Tulane,2882,11278,66.00221484,Neotoma,NNeo
1,66,Lake Tulane,2892,11510,64.12639405,Neotoma,NNeo
1,67,Lake Tulane,2902,11745,56.77233429,Neotoma,NNeo
1,68,Lake Tulane,2912,11981,56.4516129,Neotoma,NNeo
1,69,Lake Tulane,2922,12218,59.11504425,Neotoma,NNeo
1,70,Lake Tulane,2932,12457,65.20210896,Neotoma,NNeo
1,71,Lake Tulane,2942,12698,67.5304878,Neotoma,NNeo
1,72,Lake Tulane,2952,12940,56.53153153,Neotoma,NNeo
1,73,Lake Tulane,2962,13184,68.8085676,Neotoma,NNeo
1,74,Lake Tulane,2972,13429,70.7948244,Neotoma,NNeo
1,75,Lake Tulane,2982,13676,79.13769124,Neotoma,NNeo
1,76,Lake Tulane,2992,13924,74.0234375,Neotoma,NNeo
1,77,Lake Tulane,3002,14174,80.10335917,Neotoma,NNeo
1,78,Lake Tulane,3012,14426,87.2935197,Neotoma,NNeo
1,79,Lake Tulane,3022,14679,88.80157171,Neotoma,NNeo
1,80,Lake Tulane,3025,14755,88.82575758,Neotoma,NNeo
1,81,Lake Tulane,3044,15241,85.56231003,Neotoma,NNeo
1,82,Lake Tulane,3051,15422,87.16931217,Neotoma,NNeo
1,83,Lake Tulane,3062,15707,73.58490566,Neotoma,NNeo
1,84,Lake Tulane,3072,15968,41.03585657,Neotoma,NNeo
1,85,Lake Tulane,3082,16230,50.39787798,Neotoma,NNeo
1,86,Lake Tulane,3092,16494,42.52873563,Neotoma,NNeo
1,87,Lake Tulane,3102,16760,48.58974359,Neotoma,NNeo
1,88,Lake Tulane,3112,17027,50.55555556,Neotoma,NNeo
1,89,Lake Tulane,3122,17296,55.5089192,Neotoma,NNeo
1,90,Lake Tulane,3132,17566,60.7198748,Neotoma,NNeo
1,91,Lake Tulane,3143,17865,69.4772344,Neotoma,NNeo
1,92,Lake Tulane,3151,18084,56.84007707,Neotoma,NNeo
1,93,Lake Tulane,3162,18386,51.29411765,Neotoma,NNeo
1,94,Lake Tulane,3172,18663,60.43046358,Neotoma,NNeo
1,95,Lake Tulane,3182,18941,50.37783375,Neotoma,NNeo
1,96,Lake Tulane,3192,19221,43.90243902,Neotoma,NNeo
1,97,Lake Tulane,3202,19502,56.04395604,Neotoma,NNeo
1,98,Lake Tulane,3212,19785,48.55875831,Neotoma,NNeo
1,99,Lake Tulane,3222,20069,53.6637931,Neotoma,NNeo
1,100,Lake Tulane,3225,20155,48.46491228,Neotoma,NNeo
1,101,Lake Tulane,3242,20643,64.73988439,Neotoma,NNeo
1,102,Lake Tulane,3251,20903,76.41921397,Neotoma,NNeo
1,103,Lake Tulane,3262,21222,68.22157434,Neotoma,NNeo
1,104,Lake Tulane,3272,21514,68.3788122,Neotoma,NNeo
1,105,Lake Tulane,3282,21808,71.1026616,Neotoma,NNeo
1,106,Lake Tulane,3292,22104,72.4137931,Neotoma,NNeo
1,107,Lake Tulane,3302,22400,72.03579418,Neotoma,NNeo
1,108,Lake Tulane,3312,22699,64.87068966,Neotoma,NNeo
1,109,Lake Tulane,3322,22999,48.68913858,Neotoma,NNeo
1,110,Lake Tulane,3332,23300,50.32258065,Neotoma,NNeo
1,111,Lake Tulane,3338,23482,50.11135857,Neotoma,NNeo
1,112,Lake Tulane,3342,23604,68.66438356,Neotoma,NNeo
1,113,Lake Tulane,3351,23878,52.94117647,Neotoma,NNeo
1,114,Lake Tulane,3362,24214,48.85764499,Neotoma,NNeo
1,115,Lake Tulane,3372,24522,48.79032258,Neotoma,NNeo
1,116,Lake Tulane,3382,24832,54.30752454,Neotoma,NNeo
1,117,Lake Tulane,3392,25143,53.57142857,Neotoma,NNeo
1,118,Lake Tulane,3402,25455,51.39275766,Neotoma,NNeo
1,119,Lake Tulane,3412,25769,63.38028169,Neotoma,NNeo
1,120,Lake Tulane,3422,26085,68.31683168,Neotoma,NNeo
1,121,Lake Tulane,3432,26402,66.11721612,Neotoma,NNeo
1,122,Lake Tulane,3442,26721,79.27835052,Neotoma,NNeo
1,123,Lake Tulane,3451,27009,79.4,Neotoma,NNeo
1,124,Lake Tulane,3462,27363,68.97590361,Neotoma,NNeo
1,125,Lake Tulane,3472,27686,69.37269373,Neotoma,NNeo
1,126,Lake Tulane,3482,28012,69.56521739,Neotoma,NNeo
1,127,Lake Tulane,3492,28338,70.3196347,Neotoma,NNeo
1,128,Lake Tulane,3502,28666,53.86996904,Neotoma,NNeo
1,129,Lake Tulane,3512,28996,53.86221294,Neotoma,NNeo
1,130,Lake Tulane,3522,29327,39.15254237,Neotoma,NNeo
1,131,Lake Tulane,3532,29660,57.4610245,Neotoma,NNeo
1,132,Lake Tulane,3542,29994,73.59735974,Neotoma,NNeo
1,133,Lake Tulane,3551,30297,83.1838565,Neotoma,NNeo
1,134,Lake Tulane,3562,30668,82.34421365,Neotoma,NNeo
1,135,Lake Tulane,3572,31007,85.53459119,Neotoma,NNeo
1,136,Lake Tulane,3582,31348,77.74193548,Neotoma,NNeo
1,137,Lake Tulane,3592,31690,68.76923077,Neotoma,NNeo
1,138,Lake Tulane,3602,32034,72.29660144,Neotoma,NNeo
1,139,Lake Tulane,3612,32379,67.76315789,Neotoma,NNeo
1,140,Lake Tulane,3622,32726,80.35450517,Neotoma,NNeo
1,141,Lake Tulane,3627,32900,57.56823821,Neotoma,NNeo
1,142,Lake Tulane,3642,33424,64.93710692,Neotoma,NNeo
1,143,Lake Tulane,3651,33741,70.83333333,Neotoma,NNeo
1,144,Lake Tulane,3662,34129,59.05511811,Neotoma,NNeo
1,145,Lake Tulane,3672,34484,49.10313901,Neotoma,NNeo
1,146,Lake Tulane,3682,34840,44.10058027,Neotoma,NNeo
1,147,Lake Tulane,3692,35198,46.46226415,Neotoma,NNeo
1,148,Lake Tulane,3702,35557,60.25917927,Neotoma,NNeo
1,149,Lake Tulane,3712,35918,56.07940447,Neotoma,NNeo
1,150,Lake Tulane,3722,36281,69.19575114,Neotoma,NNeo
1,151,Lake Tulane,3732,36645,84.83516484,Neotoma,NNeo
1,152,Lake Tulane,3749,37268,84.32377049,Neotoma,NNeo
1,153,Lake Tulane,3755,37488,75.69296375,Neotoma,NNeo
1,154,Lake Tulane,3759,37636,72.09302326,Neotoma,NNeo
1,155,Lake Tulane,3769,38006,79.54198473,Neotoma,NNeo
1,156,Lake Tulane,3779,38377,67.578125,Neotoma,NNeo
1,157,Lake Tulane,3789,38750,59.13621262,Neotoma,NNeo
1,158,Lake Tulane,3799,39125,66.44407346,Neotoma,NNeo
1,159,Lake Tulane,3809,39501,60.53639847,Neotoma,NNeo
1,160,Lake Tulane,3819,39879,64.42105263,Neotoma,NNeo
1,161,Lake Tulane,3829,40258,66.76923077,Neotoma,NNeo
1,162,Lake Tulane,3838,40600,61.66666667,Neotoma,NNeo
1,163,Lake Tulane,3848,40983,61.59844055,Neotoma,NNeo
1,164,Lake Tulane,3858,41367,57.35294118,Neotoma,NNeo
1,165,Lake Tulane,3868,41752,42.90909091,Neotoma,NNeo
1,166,Lake Tulane,3876,42061,44.33656958,Neotoma,NNeo
1,167,Lake Tulane,3886,42450,62.6984127,Neotoma,NNeo
1,168,Lake Tulane,3896,42839,64.74358974,Neotoma,NNeo
1,169,Lake Tulane,3906,43230,64.36525612,Neotoma,NNeo
1,170,Lake Tulane,3916,43623,56.07675906,Neotoma,NNeo
1,171,Lake Tulane,3926,44018,48.87348354,Neotoma,NNeo
1,172,Lake Tulane,3936,44414,60.24734982,Neotoma,NNeo
1,173,Lake Tulane,3946,44811,63.44827586,Neotoma,NNeo
1,174,Lake Tulane,3955,45170,58.69565217,Neotoma,NNeo
1,175,Lake Tulane,3969,45732,63.65348399,Neotoma,NNeo
1,176,Lake Tulane,3977,46054,55.76619273,Neotoma,NNeo
1,177,Lake Tulane,3987,46458,48.04597701,Neotoma,NNeo
1,178,Lake Tulane,3997,46863,63.41463415,Neotoma,NNeo
1,179,Lake Tulane,4007,47270,64.56375839,Neotoma,NNeo
1,180,Lake Tulane,4017,47679,71.78571429,Neotoma,NNeo
1,181,Lake Tulane,4027,48089,81.48148148,Neotoma,NNeo
1,182,Lake Tulane,4032,48295,72.65306122,Neotoma,NNeo
1,183,Lake Tulane,4040,48625,80.20247469,Neotoma,NNeo
1,184,Lake Tulane,4050,49039,82.83898305,Neotoma,NNeo
1,185,Lake Tulane,4060,49454,84.85436893,Neotoma,NNeo
1,186,Lake Tulane,4070,49871,84.32835821,Neotoma,NNeo
1,187,Lake Tulane,4080,50289,83.79790941,Neotoma,NNeo
1,188,Lake Tulane,4100,51131,81.21911038,Neotoma,NNeo
1,189,Lake Tulane,4110,51554,75.86206897,Neotoma,NNeo
1,190,Lake Tulane,4120,51979,60.43010753,Neotoma,NNeo
2,191,Scott Lake,275,-18,90.23569024,Neotoma,NNeo
2,192,Scott Lake,280,49,89.65517241,Neotoma,NNeo
2,193,Scott Lake,295,249,92.95302013,Neotoma,NNeo
2,194,Scott Lake,315,517,95.66666667,Neotoma,NNeo
2,195,Scott Lake,335,784,93.93939394,Neotoma,NNeo
2,196,Scott Lake,345,918,96.2962963,Neotoma,NNeo
2,197,Scott Lake,365,1185,94.31438127,Neotoma,NNeo
2,198,Scott Lake,385,1452,94.35215947,Neotoma,NNeo
2,199,Scott Lake,405,1720,91.21621622,Neotoma,NNeo
2,200,Scott Lake,425,1987,93.39933993,Neotoma,NNeo
2,201,Scott Lake,445,2254,93.35548173,Neotoma,NNeo
2,202,Scott Lake,465,2522,93.26599327,Neotoma,NNeo
2,203,Scott Lake,485,2789,95.31772575,Neotoma,NNeo
2,204,Scott Lake,505,3057,91.7218543,Neotoma,NNeo
2,205,Scott Lake,525,3324,93.64548495,Neotoma,NNeo
2,206,Scott Lake,545,3591,93.6026936,Neotoma,NNeo
2,207,Scott Lake,565,3859,92.30769231,Neotoma,NNeo
2,208,Scott Lake,585,4126,85.66666667,Neotoma,NNeo
2,209,Scott Lake,595,4260,79.86577181,Neotoma,NNeo
2,210,Scott Lake,605,4393,70.56856187,Neotoma,NNeo
2,211,Scott Lake,615,4527,62.67123288,Neotoma,NNeo
4,212,Lake Annie,1850,0,86.16352201,Neotoma,NNeo
4,213,Lake Annie,1860,64,87.69574944,Neotoma,NNeo
4,214,Lake Annie,1880,194,85.54778555,Neotoma,NNeo
4,215,Lake Annie,1900,324,87.41258741,Neotoma,NNeo
4,216,Lake Annie,1910,389,84.09893993,Neotoma,NNeo
4,217,Lake Annie,1920,454,86.93009119,Neotoma,NNeo
4,218,Lake Annie,1930,519,88.95027624,Neotoma,NNeo
4,219,Lake Annie,1950,649,82.94573643,Neotoma,NNeo
4,220,Lake Annie,1970,779,85.36585366,Neotoma,NNeo
4,221,Lake Annie,1990,909,81.22977346,Neotoma,NNeo
4,222,Lake Annie,2010,1039,81.97278912,Neotoma,NNeo
4,223,Lake Annie,2030,1168,86.01583113,Neotoma,NNeo
4,224,Lake Annie,2050,1298,84.51178451,Neotoma,NNeo
4,225,Lake Annie,2070,1428,78.59649123,Neotoma,NNeo
4,226,Lake Annie,2090,1558,72.1875,Neotoma,NNeo
4,227,Lake Annie,2110,1688,73.78640777,Neotoma,NNeo
4,228,Lake Annie,2130,1818,77.77777778,Neotoma,NNeo
4,229,Lake Annie,2150,1948,84.04558405,Neotoma,NNeo
4,230,Lake Annie,2170,2078,82.35294118,Neotoma,NNeo
4,231,Lake Annie,2190,2207,77.6119403,Neotoma,NNeo
4,232,Lake Annie,2210,2337,82.88288288,Neotoma,NNeo
4,233,Lake Annie,2230,2467,79.42857143,Neotoma,NNeo
4,234,Lake Annie,2250,2597,79.28994083,Neotoma,NNeo
4,235,Lake Annie,2260,2664,78.96341463,Neotoma,NNeo
4,236,Lake Annie,2270,2734,73.75886525,Neotoma,NNeo
4,237,Lake Annie,2280,2803,72.05387205,Neotoma,NNeo
4,238,Lake Annie,2290,2873,80.73394495,Neotoma,NNeo
4,239,Lake Annie,2300,2942,78.2729805,Neotoma,NNeo
4,240,Lake Annie,2310,3012,73.15789474,Neotoma,NNeo
4,241,Lake Annie,2320,3081,79.7979798,Neotoma,NNeo
4,242,Lake Annie,2330,3151,68.56287425,Neotoma,NNeo
4,243,Lake Annie,2350,3290,72.87066246,Neotoma,NNeo
4,244,Lake Annie,2370,3429,71.69230769,Neotoma,NNeo
4,245,Lake Annie,2390,3568,74.03314917,Neotoma,NNeo
4,246,Lake Annie,2410,3707,75.57003257,Neotoma,NNeo
4,247,Lake Annie,2420,3776,78.05555556,Neotoma,NNeo
4,248,Lake Annie,2440,3915,77.17717718,Neotoma,NNeo
4,249,Lake Annie,2460,4054,78.11634349,Neotoma,NNeo
4,250,Lake Annie,2480,4193,80.89005236,Neotoma,NNeo
4,251,Lake Annie,2500,4332,81.57894737,Neotoma,NNeo
4,252,Lake Annie,2520,4471,75.81521739,Neotoma,NNeo
4,253,Lake Annie,2540,4610,81.52492669,Neotoma,NNeo
4,254,Lake Annie,2550,4680,77.55102041,Neotoma,NNeo
4,255,Lake Annie,2560,5024,81.15015974,Neotoma,NNeo
4,256,Lake Annie,2570,5643,75.78347578,Neotoma,NNeo
4,257,Lake Annie,2580,6262,80.09367681,Neotoma,NNeo
4,258,Lake Annie,2600,7500,68.86792453,Neotoma,NNeo
4,259,Lake Annie,2610,8119,69.41176471,Neotoma,NNeo
4,260,Lake Annie,2620,8738,71.875,Neotoma,NNeo
4,261,Lake Annie,2640,9976,65.72890026,Neotoma,NNeo
4,262,Lake Annie,2650,10509,65.01305483,Neotoma,NNeo
4,263,Lake Annie,2660,10843,54.23728814,Neotoma,NNeo
4,264,Lake Annie,2670,11176,66.14420063,Neotoma,NNeo
4,265,Lake Annie,2680,11509,57.00636943,Neotoma,NNeo
4,266,Lake Annie,2700,12176,71.94029851,Neotoma,NNeo
4,267,Lake Annie,2710,12509,67.46987952,Neotoma,NNeo
4,268,Lake Annie,2720,12843,67.40506329,Neotoma,NNeo
4,269,Lake Annie,2730,14399,69.97167139,Neotoma,NNeo
4,270,Lake Annie,2740,17179,46.96969697,Neotoma,NNeo
4,271,Lake Annie,2750,19958,59.81873112,Neotoma,NNeo
4,272,Lake Annie,2770,25517,64.72491909,Neotoma,NNeo
4,273,Lake Annie,2780,28296,57.09969789,Neotoma,NNeo
4,274,Lake Annie,2800,33648,45.04504505,Neotoma,NNeo
4,275,Lake Annie,2820,37138,64.4278607,Neotoma,NNeo
4,276,Lake Annie,2840,40627,61.26126126,Neotoma,NNeo
4,277,Lake Annie,2860,42357,65.51724138,Neotoma,NNeo
4,278,Lake Annie,2870,42928,57.43440233,Neotoma,NNeo
4,279,Lake Annie,2890,44071,62.64367816,Neotoma,NNeo
4,280,Lake Annie,2900,44642,50.76452599,Neotoma,NNeo
4,281,Lake Annie,2920,45785,63.52583587,Neotoma,NNeo
4,282,Lake Annie,2950,47499,40.70512821,Neotoma,NNeo
4,283,Lake Annie,2960,48071,62.18905473,Neotoma,NNeo
4,284,Lake Annie,2970,48642,47.86585366,Neotoma,NNeo
5,285,Little Salt Spring,2,-2,79.79591837,Neotoma,NNeo
5,286,Little Salt Spring,15,197,79.21348315,Neotoma,NNeo
5,287,Little Salt Spring,30,667,54.89260143,Neotoma,NNeo
5,288,Little Salt Spring,45,1230,55.91939547,Neotoma,NNeo
5,289,Little Salt Spring,60,1324,52.14446953,Neotoma,NNeo
5,290,Little Salt Spring,135,9034,65.15513126,Neotoma,NNeo
5,291,Little Salt Spring,150,10310,85.71428571,Neotoma,NNeo
8,292,Ría Lagartos-2,1,-30,93.37748344,Neotoma,NNeo
8,293,Ría Lagartos-2,4,44,80.25477707,Neotoma,NNeo
8,294,Ría Lagartos-2,7,121,88.88888889,Neotoma,NNeo
8,295,Ría Lagartos-2,10,199,96.92307692,Neotoma,NNeo
8,296,Ría Lagartos-2,14,300,96.81528662,Neotoma,NNeo
8,297,Ría Lagartos-2,17,376,97.37704918,Neotoma,NNeo
8,298,Ría Lagartos-2,20,452,98.15384615,Neotoma,NNeo
8,299,Ría Lagartos-2,23,526,94.09836066,Neotoma,NNeo
8,300,Ría Lagartos-2,26,601,93.37748344,Neotoma,NNeo
8,301,Ría Lagartos-2,29,679,93.06930693,Neotoma,NNeo
8,302,Ría Lagartos-2,32,758,93.97993311,Neotoma,NNeo
8,303,Ría Lagartos-2,35,836,98.01980198,Neotoma,NNeo
8,304,Ría Lagartos-2,39,937,97.13375796,Neotoma,NNeo
8,305,Ría Lagartos-2,43,1041,95.54140127,Neotoma,NNeo
8,306,Ría Lagartos-2,45,1093,94.6031746,Neotoma,NNeo
8,307,Ría Lagartos-2,48,1170,92.33333333,Neotoma,NNeo
8,308,Ría Lagartos-2,51,1248,91.12627986,Neotoma,NNeo
8,309,Ría Lagartos-2,54,1328,67.56756757,Neotoma,NNeo
8,310,Ría Lagartos-2,57,1407,74.16107383,Neotoma,NNeo
8,311,Ría Lagartos-2,60,1486,69.07894737,Neotoma,NNeo
8,312,Ría Lagartos-2,63,1564,72.01365188,Neotoma,NNeo
8,313,Ría Lagartos-2,66,1642,85.95890411,Neotoma,NNeo
8,314,Ría Lagartos-2,69,1719,82.92682927,Neotoma,NNeo
8,315,Ría Lagartos-2,72,1795,36.2244898,Neotoma,NNeo
8,316,Ría Lagartos-2,75,1873,63.29588015,Neotoma,NNeo
8,317,Ría Lagartos-2,78,1951,17.54966887,Neotoma,NNeo
8,318,Ría Lagartos-2,81,2025,61.97183099,Neotoma,NNeo
8,319,Ría Lagartos-2,84,2093,48.0565371,Neotoma,NNeo
8,320,Ría Lagartos-2,88,2154,54.35435435,Neotoma,NNeo
8,321,Ría Lagartos-2,91,2192,59.44055944,Neotoma,NNeo
8,322,Ría Lagartos-2,94,2230,71.57534247,Neotoma,NNeo
8,323,Ría Lagartos-2,97,2267,78.45117845,Neotoma,NNeo
8,324,Ría Lagartos-2,101,2318,90.40697674,Neotoma,NNeo
8,325,Ría Lagartos-2,104,2354,92.08860759,Neotoma,NNeo
8,326,Ría Lagartos-2,107,2391,87.12871287,Neotoma,NNeo
8,327,Ría Lagartos-2,110,2429,90.60606061,Neotoma,NNeo
8,328,Ría Lagartos-2,113,2467,75.51020408,Neotoma,NNeo
8,329,Ría Lagartos-2,116,2505,93.4169279,Neotoma,NNeo
8,330,Ría Lagartos-2,119,2543,79.66101695,Neotoma,NNeo
8,331,Ría Lagartos-2,122,2581,87.78877888,Neotoma,NNeo
8,332,Ría Lagartos-2,125,2618,77.36486486,Neotoma,NNeo
8,333,Ría Lagartos-2,128,2655,73.33333333,Neotoma,NNeo
8,334,Ría Lagartos-2,131,2692,53.15614618,Neotoma,NNeo
8,335,Ría Lagartos-2,134,2730,51.49501661,Neotoma,NNeo
8,336,Ría Lagartos-2,137,2767,57.71812081,Neotoma,NNeo
8,337,Ría Lagartos-2,140,2804,55.85284281,Neotoma,NNeo
8,338,Ría Lagartos-2,143,2841,50.16286645,Neotoma,NNeo
8,339,Ría Lagartos-2,146,2878,88.21548822,Neotoma,NNeo
8,340,Ría Lagartos-2,151,2939,57.93103448,Neotoma,NNeo
8,341,Ría Lagartos-2,153,2964,68.42105263,Neotoma,NNeo
8,342,Ría Lagartos-2,155,2989,75.29761905,Neotoma,NNeo
8,343,Ría Lagartos-2,157,3014,69.78021978,Neotoma,NNeo
8,344,Ría Lagartos-2,159,3039,61.3832853,Neotoma,NNeo
8,345,Ría Lagartos-2,160,3052,60.94276094,Neotoma,NNeo
8,346,Ría Lagartos-2,162,3076,87.90560472,Neotoma,NNeo
8,347,Ría Lagartos-2,164,3100,83.83233533,Neotoma,NNeo
8,348,Ría Lagartos-2,166,3125,81.97674419,Neotoma,NNeo
8,349,Ría Lagartos-2,168,3149,80.52325581,Neotoma,NNeo
8,350,Ría Lagartos-2,170,3174,77.61627907,Neotoma,NNeo
8,351,Ría Lagartos-2,171,3184,79.00874636,Neotoma,NNeo
8,352,Ría Lagartos-2,172,3195,83.95061728,Neotoma,NNeo
8,353,Ría Lagartos-2,174,3217,74.22969188,Neotoma,NNeo
8,354,Ría Lagartos-2,177,3246,70.58823529,Neotoma,NNeo
8,355,Ría Lagartos-2,179,3264,68.72727273,Neotoma,NNeo
8,356,Ría Lagartos-2,180,3273,53.8961039,Neotoma,NNeo
8,357,Ría Lagartos-2,181,3283,56.50887574,Neotoma,NNeo
8,358,Ría Lagartos-2,183,3302,51.07692308,Neotoma,NNeo
8,359,Ría Lagartos-2,185,3321,51.39318885,Neotoma,NNeo
8,360,Ría Lagartos-2,187,3339,51.76470588,Neotoma,NNeo
8,361,Ría Lagartos-2,189,3357,61.21212121,Neotoma,NNeo
8,362,Ría Lagartos-2,190,3366,48.10126582,Neotoma,NNeo
8,363,Ría Lagartos-2,191,3375,69.90595611,Neotoma,NNeo
8,364,Ría Lagartos-2,193,3393,52.8358209,Neotoma,NNeo
8,365,Ría Lagartos-2,199,3402,52.56797583,Neotoma,NNeo
10,366,Cenote San Jose Chulchaca,0,0,51.85185185,Neotoma,NNeo
10,367,Cenote San Jose Chulchaca,1,0,54.21052632,Neotoma,NNeo
10,368,Cenote San Jose Chulchaca,5,44,42.85714286,Neotoma,NNeo
10,369,Cenote San Jose Chulchaca,5,90,51.85185185,Neotoma,NNeo
10,370,Cenote San Jose Chulchaca,9,87,54.12844037,Neotoma,NNeo
10,371,Cenote San Jose Chulchaca,10,179,45.45454545,Neotoma,NNeo
10,372,Cenote San Jose Chulchaca,13,132,43.40659341,Neotoma,NNeo
10,373,Cenote San Jose Chulchaca,17,177,60.23166023,Neotoma,NNeo
10,374,Cenote San Jose Chulchaca,20,358,34.29752066,Neotoma,NNeo
10,375,Cenote San Jose Chulchaca,21,222,55.44554455,Neotoma,NNeo
10,376,Cenote San Jose Chulchaca,25,268,48.14814815,Neotoma,NNeo
10,377,Cenote San Jose Chulchaca,29,313,48.5,Neotoma,NNeo
10,378,Cenote San Jose Chulchaca,30,537,50.18867925,Neotoma,NNeo
10,379,Cenote San Jose Chulchaca,33,358,59.4095941,Neotoma,NNeo
10,380,Cenote San Jose Chulchaca,37,403,43.22916667,Neotoma,NNeo
10,381,Cenote San Jose Chulchaca,40,716,53.31125828,Neotoma,NNeo
10,382,Cenote San Jose Chulchaca,41,448,43.98340249,Neotoma,NNeo
10,383,Cenote San Jose Chulchaca,45,493,40,Neotoma,NNeo
10,384,Cenote San Jose Chulchaca,49,538,38.0733945,Neotoma,NNeo
10,385,Cenote San Jose Chulchaca,53,585,40.95940959,Neotoma,NNeo
10,386,Cenote San Jose Chulchaca,57,628,55.49132948,Neotoma,NNeo
10,387,Cenote San Jose Chulchaca,60,1223,61.42857143,Neotoma,NNeo
10,388,Cenote San Jose Chulchaca,61,673,43.61702128,Neotoma,NNeo
10,389,Cenote San Jose Chulchaca,65,718,46.73913043,Neotoma,NNeo
10,390,Cenote San Jose Chulchaca,66,1383,48.33333333,Neotoma,NNeo
10,391,Cenote San Jose Chulchaca,69,783,56.7961165,Neotoma,NNeo
10,392,Cenote San Jose Chulchaca,73,867,46.66666667,Neotoma,NNeo
10,393,Cenote San Jose Chulchaca,75,1569,62.22222222,Neotoma,NNeo
10,394,Cenote San Jose Chulchaca,77,953,37.36842105,Neotoma,NNeo
10,395,Cenote San Jose Chulchaca,80,1648,62.44725738,Neotoma,NNeo
