"Depth","Age","Influx"
"0.02","19","91.63326111"
"0.09","90","3355.073842"
"0.17","184","337.5243829"
"0.25","272","99.24910714"
"0.35","384","762.6035503"
"0.43","475","453.2043956"
"0.51","566","242.3384615"
"0.59","656","42.2249727"
"0.67","738","81.64054155"
"0.75","821","2994.345487"
"0.83","918","72.96195652"
"0.88","1056","258.0890538"
"0.93","1238","189.8362422"
"0.99","1476","340.5606618"
"1.06","1680","248.8030888"
"1.14","1828","786.8404417"
"1.22","1890","538.6262871"
"1.3","2017","439.1185925"
"1.38","2180","1317.623003"
"1.54","2493","504.1530705"
"1.7","2796","2134.746383"
"1.82","3031","5150.752028"
"1.98","3336","2064.124466"
"2.06","3485","3360.407592"
"2.14","3639","332.7939404"
"2.22","3787","5812.916442"
"2.3","3946","198.5157201"
"2.36","4062","553.1895759"
"2.39","4119","473.1013734"
"2.42","4185","433.4753876"
"2.45","4258","408.9548319"
"2.5","4402","190.4482143"
"2.55","4822","102.9761352"
"2.6","5253","232.6417126"
"2.64","5676","472.5548649"
"2.68","6032","229.7982301"
"2.72","6437","175.5541534"
"2.75","6750","254.6875455"
"2.8","7224","504.6072902"
"2.85","7687","2130.048136"
"2.9","8348","2556.004878"
"2.94","8840","773.7843958"
"2.98","9318","218.6978577"
"3.02","9757","607.1567317"
"3.05","10131","4602.330841"
"3.08","10238","1213.634568"
"3.12","10382","527.1426031"
"3.18","10611","1403.931633"
"3.24","10805","1647.834424"
"3.3","10996","699.4476834"
"3.43","11440","1413.786963"
"3.51","11712","512.4095947"
"3.59","11991","1324.857143"
"3.67","12249","352.8161726"
"3.74","12482","273.5460769"
"3.83","12753","1232.859671"
"3.91","13092","179.5032439"
"3.99","13476","593.0045855"
"4.07","13791","594.5182475"
"4.15","14058","2409.309295"
"4.21","14255","790.9756824"
"4.35","14720","2658.312601"
"4.47","15107","1216.741215"
"4.54","15343","1535.38062"
"4.6","15545","2073.583"
"4.66","15736","254.8132598"
"4.72","15935","968.3354642"
"4.79","16154","1406.858015"
"4.85","16334","806.2637829"
"4.9","16465","759.9453709"
"4.95","16606","1113.429041"
"5.03","16825","1221.066491"
"5.11","17042","382.315735"
