Depth,Age,Influx
1,-56.5809126,0.185504675
2,79.04121573,0.29050197
3,102.8354517,0.526142647
4,152.7485561,0.422980304
5,167.1204498,0.269664932
6,235.0813295,0.115822651
7,364.7119884,0.084418823
8,494.1145155,0.086068746
9,530.7676768,0.244369108
10,573.0480868,0.368620237
11,655.3466009,0.163628918
12,775.2101117,0.141078444
13,893.1099615,0.090529988
14,1014.2033,0.202301823
15,1110.484915,0.315144321
16,1205.389483,0.158739591
17,1335.058691,0.121750491
18,1409.53655,0.268608525
19,1528.429119,0.230481494
20,1657.320572,0.306180402
21,1786.382259,0.3572142
22,1891.534805,0.189255823
23,1916.17698,0.302039575
24,2014.12844,0.172940071
25,2154.579225,0.136373452
26,2272.977195,0.169908191
27,2335.728476,0.453264014
28,2417.143705,0.376250805
29,2514.726606,0.30055147
30,2532.08766,0.128957507
31,2672.445447,0.105865179
32,2696.744439,0.267601509
33,2794.036092,0.145582701
34,2929.919634,0.145737554
35,3002.957947,0.26795047
36,3179.115702,0.134974917
37,3308.462085,0.144759496
38,3421.915391,0.113444551
39,3436.919371,0.283364268
40,3577.153258,0.278223751
41,3663.32318,0.293584985
42,3761.20946,0.17392941
43,3890.611987,0.175579333
44,4020.245002,0.143834041
45,4137.288039,0.373683685
46,4188.90664,0.551232526
47,4252.708857,0.83857463
48,4272.71186,1.065468129
49,4285.187346,0.664206667
50,4322.496421,0.88372781
51,4405.453406,0.583331349
52,4407.112546,0.342940441
53,4543.252859,0.372858505
54,4616.537455,0.469385321
55,4667.018953,0.186666512
56,4796.917049,0.116513959
57,4926.402533,0.106144336
58,5055.634702,0.132477253
59,5184.589558,0.198989794
60,5297.421724,0.257671195
61,5353.684928,0.543545179
62,5387.110668,0.388186498
63,5407.210849,0.757255277
64,5446.314698,0.560478236
65,5472.181871,0.250229295
66,5487.876148,0.788898758
67,5539.367746,0.359827674
68,5662.394507,0.280756813
69,5743.824879,0.523329426
70,5831.210913,0.263931594
71,5928.948068,0.165882583
72,6065.331994,0.236817057
73,6132.207385,0.192377598
74,6224.720051,0.291406736
75,6278.862149,0.162867613
76,6329.317396,0.568512323
77,6423.161424,0.474641744
78,6446.0234,0.249965413
79,6576.172836,0.143396499
80,6705.394339,0.171274787
81,6834.184071,0.261711946
82,6963.079474,0.336838494
83,7006.089445,0.19912908
84,7124.881543,0.331814373
85,7232.458528,0.214381247
86,7327.07843,0.333604488
87,7392.762092,0.582729143
88,7443.939638,0.980437219
89,7448.672334,0.763488112
90,7508.758079,0.495518615
91,7574.733917,0.780437804
92,7608.090773,0.635059638
93,7665.227396,1.731916895
94,7670.459908,0.973784069
95,7713.486437,0.833675515
96,7779.329576,0.669055466
