"Depth","Age","Influx"
"0","125","0"
"0.05","169","5"
"0.1","217","0"
"0.18","286","10"
"0.24","375","9"
"0.28","441","0"
"0.31","484","0"
"0.38","594","6"
"0.43","664","0"
"0.48","733","0"
"0.56","818","0"
"0.66","900","2"
"0.72","947","0"
"0.77","985","42"
"0.87","1072","0"
"0.97","1315","31"
"1.02","1414","10"
"1.05","1457","0"
"1.12","1559","20"
"1.17","1614","9"
"1.22","1665","18"
"1.27","1715","39"
"1.32","1760","0"
"1.37","1807","140"
"1.47","1890","162"
"1.62","2007","0"
"1.72","2078","0"
"1.87","2181","22"
"1.97","2242","0"
"2.02","2287","72"
"2.12","2411","48"
"2.22","2583","397"
"2.37","2819","20"
"2.52","3060","196"
"2.72","3291","0"
"2.77","3350","196"
"2.87","3464","140"
"2.97","3577","600"
"3.13","3752","177"
"3.23","3843","130"
"3.37","3973","33"
"3.47","4065","0"
"3.62","4204","280"
"3.72","4301","188"
"3.87","4436","1"
"3.97","4526","610"
"4.01","4564","230"
"4.06","4609","308"
"4.11","4653","0"
"4.14","4680","1350"
"4.16","4698","1"
"4.21","4743","30"
"4.27","4796","5"
"4.3","4820","0"
"4.37","4880","0"
"4.39","4896","5"
"4.47","4965","0"
"4.63","5104","0"
"4.73","5188","0"
"4.87","5313","0"
"5.02","5461","0"
"5.08","5529","126"
"5.14","5606","0"
"5.16","5633","0"
"5.27","5775","0"
"5.47","6041","0"
"5.52","6107","0"
"5.55","6150","0"
"5.62","6236","0"
"5.72","6338","0"
"5.77","6388","0"
"5.87","6488","0"
"5.97","6587","0"
"6.12","6754","0"
"6.22","6927","0"
"6.47","7370","0"
"6.52","7452","0"
"6.62","7608","0"
"6.77","7834","0"
"6.87","7992","0"
"6.97","8144","0"
"7.13","8465","0"
"7.23","8727","0"
"7.38","9158","0"
"7.48","9440","0"
"7.52","9541","0"
"7.62","9818","0"
"7.72","10178","0"
"7.77","10350","0"
"7.8","10455","0"
"7.87","10834","0"
"7.9","10986","0"
"7.94","11195","0"
"7.97","11355","0"
"8.02","11574","0"
"8.07","11730","0"
"8.12","11878","0"
"8.13","11900","30"
"8.15","11949","5"
"8.19","12046","0"
"8.22","12116","0"
"8.25","12184","5"
"8.28","12255","0"
"8.32","12346","0"
"8.36","12440","0"
"8.38","12489","0"
"8.4","12537","0"
"8.44","12620","126"
"8.48","12709","0"
"8.52","12774","0"
"8.55","12805","0"
"8.59","12845","0"
"8.61","12869","0"
"8.64","12904","0"
"8.69","12963","0"
"8.72","12999","0"
"8.74","13024","0"
"8.77","13059","0"
"8.8","13097","0"
"8.85","13155","0"
"8.87","13181","0"
"8.9","13219","0"
"8.95","13290","0"
"8.97","13316","0"
"9.02","13383","0"
"9.07","13453","0"
"9.12","13522","0"
"9.18","13603","0"
"9.21","13646","0"
"9.27","13738","0"
"9.31","13796","0"
"9.37","13894","0"
"9.47","14060","0"
"9.57","14208","0"
"9.63","14293","0"
"9.67","14346","0"
"9.73","14421","0"
"9.78","14474","0"
"9.86","14558","0"
"9.96","14658","0"
"10.04","14745","0"
"10.12","14831","0"
"10.22","14938","0"
