"Depth","Age","Influx"
"0.01","12","0.4"
"0.02","25","1"
"0.03","37","1.3"
"0.04","50","1.1"
"0.05","62","1.6"
"0.06","79","1.3"
"0.07","97","1.7"
"0.08","114","4.3"
"0.09","128","5.2"
"0.1","144","4.7"
"0.11","162","6.3"
"0.12","182","3.1"
"0.13","203","4"
"0.14","220","3.1"
"0.15","236","6.7"
"0.16","251","6"
"0.17","269","4.2"
"0.18","288","7"
"0.19","305","1.1"
"0.2","320","2"
"0.21","336","3.5"
"0.22","352","4.7"
"0.23","368","5.7"
"0.24","385","3.9"
"0.25","402","7.2"
"0.26","416","5.3"
"0.27","430","2.6"
"0.28","445","2.6"
"0.29","461","3.9"
"0.3","476","2.9"
"0.31","526","0.5"
"0.32","573","0.5"
"0.33","623","0.1"
"0.34","673","0.1"
"0.35","723","0.2"
"0.36","828","0.5"
"0.37","936","0.7"
"0.38","1040","0.4"
"0.39","1134","0.2"
"0.4","1226","0.3"
"0.41","1288","0.2"
"0.42","1351","0.1"
"0.43","1414","0.6"
"0.44","1481","0"
"0.45","1551","1.4"
"0.46","1576","1.2"
"0.47","1599","1.3"
"0.48","1626","0.9"
"0.49","1652","0.6"
"0.5","1676","0.5"
"0.51","1697","0"
"0.52","1718","0"
"0.53","1737","0"
"0.54","1757","0"
"0.55","1775","0"
"0.56","1793","0"
"0.57","1812","0"
"0.58","1831","0"
"0.59","1849","0.2"
"0.6","1867","0.6"
"0.61","1884","0.8"
"0.62","1903","1"
"0.63","1922","1.3"
"0.64","1941","0.9"
"0.65","1960","2"
"0.66","1977","1.3"
"0.67","1995","0.9"
"0.68","2014","2.8"
"0.69","2033","4.4"
"0.7","2052","1.8"
"0.71","2067","3"
"0.72","2084","1.5"
"0.73","2102","0.9"
"0.74","2119","0.1"
"0.75","2137","0.3"
"0.76","2155","0.3"
"0.77","2176","1.1"
"0.78","2198","0.6"
"0.79","2218","1.3"
"0.8","2237","0.4"
"0.81","2253","0.1"
"0.82","2269","0"
"0.83","2283","0.9"
"0.84","2297","0.8"
"0.85","2311","4.8"
"0.86","2327","0"
"1.11","2738","1.1"
"1.12","2753","1.1"
"1.13","2765","0.8"
"1.14","2777","0.6"
"1.15","2789","0.3"
"1.16","2806","0.2"
"1.17","2823","1.5"
"1.18","2839","0.7"
"1.19","2854","1"
"1.2","2869","0.4"
"1.21","2886","0"
"1.22","2903","0.3"
"1.23","2921","0.3"
"1.24","2939","0"
"1.25","2955","0.3"
"1.26","2972","0.3"
"1.27","2991","0.4"
