"Depth","Age","Influx"
"0.0032","-54","0.07"
"0.0096","-47","0.07"
"0.016","-39","0.07"
"0.0224","-31","0.23"
"0.0288","-23","0.23"
"0.0352","-15","0.31"
"0.0416","-7","0.35"
"0.048","0","0.39"
"0.0544","8","0.15"
"0.0608","16","0.23"
"0.0672","23","0.43"
"0.0736","31","0.47"
"0.08","39","0.55"
"0.0864","47","0.59"
"0.0928","55","0.71"
"0.0992","63","0.19"
"0.1056","71","0.63"
"0.112","80","0.59"
"0.1184","90","0.15"
"0.1248","100","0.67"
"0.1312","111","0.51"
"0.1376","122","0.96"
"0.144","132","0.56"
"0.1504","146","0.32"
"0.1568","157","0.92"
"0.1632","167","0.96"
"0.1696","179","0.15"
"0.176","190","0.07"
"0.1824","199","0.03"
"0.1888","208","0.03"
"0.1952","218","0"
"0.2016","227","0"
"0.208","234","0"
"0.2144","241","0"
"0.2208","247","0.16"
"0.2272","255","0.12"
"0.2336","262","0"
"0.24","269","0.15"
"0.2464","275","0.06"
"0.2528","283","0.03"
"0.2592","291","0.18"
"0.2656","299","0.15"
"0.272","306","0.06"
"0.2784","313","0.06"
"0.2848","319","0.28"
"0.2912","326","0.06"
"0.2976","334","0.25"
"0.304","340","0.44"
"0.3104","345","0.25"
"0.3168","350","0.18"
"0.3232","356","0.63"
"0.3296","361","0.63"
"0.336","367","0.41"
"0.3424","374","0.35"
"0.3488","382","0.22"
"0.3552","390","0"
"0.3616","399","0.16"
"0.368","409","0.09"
"0.3744","418","0.72"
"0.3808","428","1.73"
"0.3872","437","1.7"
"0.3936","446","1.57"
"0.4","455","0.43"
"0.4064","459","0.02"
"0.4128","465","0.2"
"0.4192","470","0.17"
"0.4256","477","0.22"
"0.432","483","0.12"
"0.4384","490","0.14"
"0.4448","496","0.12"
"0.4512","501","0.26"
"0.4576","506","0.24"
"0.464","511","0.26"
"0.4704","517","0.31"
"0.4768","522","0.36"
"0.48327","527","0.12"
"0.48981","533","0.09"
"0.49635","539","0.19"
"0.50289","545","0.49"
"0.50943","549","0.19"
"0.51597","554","1.14"
"0.52251","560","0.34"
"0.52905","565","0.39"
"0.53559","570","0.51"
"0.54213","576","0.67"
"0.54867","581","0.85"
"0.55521","586","0.96"
"0.56175","592","0.57"
"0.56829","596","0.6"
"0.57483","602","0.78"
"0.58137","607","0.45"
"0.58791","612","0.57"
"0.59445","616","0.49"
"0.60099","621","0.23"
"0.60753","626","0.25"
"0.61407","630","0.67"
"0.62061","635","0.64"
"0.62715","640","1.72"
"0.63369","644","1.89"
"0.64023","649","2.08"
"0.64677","654","1.53"
"0.65331","660","0.47"
"0.65985","665","1.17"
"0.66639","670","1.19"
"0.67293","674","1.12"
"0.67947","678","0.67"
"0.68601","683","0.62"
"0.69255","687","0.91"
