"Depth","Age","Influx"
"0","0","10606.061"
"0.109512","12","15151.51"
"0.265957","30","10606.06"
"0.441176","55","25000"
"0.60388","79","15151.51"
"0.926158","124","29545.45"
"1.239049","167","43939.39"
"1.561327","215","15151.51"
"1.855444","290","18939.39"
"2.177722","386","25000"
"2.525031","489","29545.45"
"2.847309","583","25000"
"3.022528","634","34090.9"
"3.185231","687","23484.84"
"3.341677","744","29545.45"
"3.585732","835","27272.72"
"3.829787","929","29545.45"
"4.142678","1046","29545.45"
"4.39612","1133","54545.45"
"4.552566","1181","43939.39"
"4.793492","1253","50757.57"
"5.125156","1348","73484.84"
"5.281602","1395","53030.303"
"5.60388","1577","10606.06"
"5.750939","1651","4545.45"
