"Depth","Age","Influx"
"1.145","430","1147.05355"
"1.245","501","326.3444587"
"1.345","572","948.4620622"
"1.445","644","598.9734741"
"1.545","712","191.3671344"
"1.645","782","496.292629"
"1.745","853","197.6425465"
"1.845","964","547.376315"
"1.945","1081","1799.43906"
"2.04","1195","2077.234117"
"2.14","1315","1221.286125"
"2.24","1434","1434.60237"
"2.34","1551","3434.102924"
"2.44","1669","3686.126398"
"2.54","1756","4583.805288"
"2.64","1832","5684.843549"
"2.74","1913","3747.970943"
"2.79","1954","2286.10273"
"2.89","2035","2232.506435"
"2.99","2115","2866.961147"
"3.09","2197","1431.963432"
"3.19","2312","1086.391283"
"3.29","2502","916.5025619"
"3.39","2691","1826.333974"
"3.49","2879","2317.893583"
"3.515","2927","4010.207434"
"3.615","3117","487.3484644"
"3.715","3307","841.4552538"
"3.815","3494","783.1476054"
"3.915","3673","1168.308502"
"4.015","3844","1407.713846"
"4.115","4015","1164.108146"
"4.215","4186","771.5364496"
"4.315","4358","291.7659435"
"4.36","4435","307.1683836"
"4.46","4607","427.2183689"
"4.56","4779","263.7787199"
"4.66","4904","366.0421034"
"4.76","5028","361.7048005"
"4.86","5154","86.32489967"
"4.96","5279","210.8483659"
"5.06","5404","471.6136792"
"5.16","5530","511.9346126"
"5.25625","5650","646.1193524"
"5.35625","5880","512.6123839"
"5.45625","6126","551.938475"
