"Depth","Age","Influx"
"0","-47","234.819"
"0.02","-21","829.414"
"0.04","3","1104.489"
"0.08","63","3322.375"
"0.12","122","8540.021"
"0.16","178","11207.313"
"0.2","241","7344.2"
"0.24","315","4554.498"
"0.28","386","6983.237"
"0.32","456","3519.974"
"0.36","525","8725.202"
"0.4","590","3929.654"
"0.42","630","2396.402"
"0.44","665","7578.925"
"0.48","744","3597.497"
"0.52","822","4722.828"
"0.56","896","9677.893"
"0.6","971","3895.602"
"0.64","1047","7821.995"
"0.68","1120","12432.225"
"0.72","1190","5876.823"
"0.76","1313","11790.806"
"0.8","1589","2126.167"
"0.84","1967","1382.248"
"0.88","2294","2602.745"
"0.92","2574","2342.894"
"0.96","2818","4846.913"
"1.01","3087","2369.781"
"1.06","3286","5391.632"
"1.1","3438","4559.061"
"1.14","3585","3739.15"
"1.18","3717","7317.749"
"1.22","3835","7089.371"
"1.26","3949","10013.849"
