"Depth","Age","Influx"
"0.039728","-4","0"
"0.127696","79","0"
"0.231271","189","0"
"0.31924","286","0"
"0.374574","347","0"
"0.414302","390","0"
"0.471056","452","0"
"0.50227","486","0"
"0.590238","584","289638.5956"
"0.742054","753","85383.37908"
"0.830023","847","0"
"0.878263","899","0"
"0.974745","1002","0"
"1.045687","1074","0"
"1.118048","1147","255497.8557"
"1.293984","1303","942376.4147"
"1.364926","1364","88237.61514"
"1.452894","1438","220159.4543"
"1.501135","1479","0"
"1.637344","1612","0"
"1.732406","1706","0"
"1.837401","1814","0"
"1.901249","1878","0"
"1.989217","1968","486414.1198"
"2.036039","2007","110932.4539"
"2.148127","2082","843178.4827"
"2.292849","2153","1750888.291"
"2.339671","2175","380125.9923"
"2.467367","2235","1066508.507"
"2.548241","2271","509343.89"
"2.667423","2326","410297.1648"
"2.715664","2348","0"
"2.81924","2394","0"
"2.939841","2446","0"
"3.003689","2475","0"
"3.010783","2477","1186688.315"
"3.146992","2533","1673060.182"
"3.226447","2563","2126531.382"
"3.347049","2604","2361062.367"
"3.459137","2641","3126098.974"
"3.538593","2667","3143435.343"
"3.635074","2696","3110673.559"
"3.666288","2705","0"
"4.433882","3434","0"
"4.465096","3465","678087.0852"
"4.577185","3573","222151.5532"
"4.641033","3633","100994.1895"
"4.729001","3732","196027.0965"
"4.88933","3978","123536.3822"
"4.960272","4093","27695.61737"
"5.056754","4260","229531.1542"
"5.120602","4357","140858.1546"
"5.175936","4422","0"
"5.327753","4580","0"
"5.448354","4707","0"
"5.519296","4776","0"
