"Depth","Age","Influx"
"0.005","1","0"
"0.185","50","320"
"0.38","115","0"
"0.83","273","0"
"1.065","356","170"
"1.3","442","1130"
"1.725","585","1620"
"1.81","619","1060"
"2.035","767","456.10034"
"2.27","949","630"
"2.51","1135","1820"
"2.595","1204","810"
"2.7","1281","1180"
"2.755","1324","950"
"2.8","1359","990"
"2.865","1405","0"
"2.965","1486","0"
"3.07","1599","490"
"3.14","1678","360"
"3.215","1767","90"
"3.3","1892","700"
"3.41","2044","310"
"3.56","2256","1817.5599"
"3.75","2512","820"
"3.905","2692","140"
"3.995","2796","50"
"4.15","2979","30"
"4.23","3069","0"
