"Depth","Age","Influx"
"0","-47","353841.1088"
"0.09","-7","324371.75"
"0.19","47","224287.4489"
"0.28","94","74605.07547"
"0.38","147","70028.88061"
"0.47","196","74175.25408"
"0.56","245","301102.5273"
"0.66","300","116151.5204"
"0.75","349","245024.7545"
"0.85","404","203735.7"
"0.92","443","281500.0364"
"0.94","454","266400.383"
"1.03","501","266667.1875"
"1.06","517","770111.707"
"1.2","603","404673.9429"
"1.36","771","411715.0392"
"1.52","965","101372.2734"
"1.68","1164","161006.2887"
"1.84","1358","139358.495"
"1.92","1459","173437.4227"
"2","1556","232350.6404"
"2.16","1749","339548.9625"
"2.22","1821","186625.0176"
"2.39","2020","274297.2923"
"2.47","2098","242384"
"2.55","2287","62621.53892"
"2.71","2693","322647.5348"
"2.72","2716","330637.8802"
"2.87","3006","659848.275"
"2.88","3018","175317.6375"
