"Depth","Age","Influx"
"0","0","1405.382613"
"0.1","532","895.1909962"
"0.15","793","898.6340385"
"0.2","1053","1003.942578"
"0.25","1309","226.1079032"
"0.3","1619","1420.813338"
"0.345","1989","449.90686"
"0.4","2446","420.9816441"
"0.45","2890","1452.554034"
"0.475","3268","3098.868684"
"0.5","3743","1340.585246"
"0.525","4292","1049.838289"
"0.55","4815","1423.109591"
"0.575","5365","3108.119679"
"0.6","5910","4300.342733"
"0.62","6349","4287.809002"
"0.65","6980","7740.381902"
"0.68","7632","669.3781992"
"0.715","8365","348.6235868"
"0.755","9062","464.9648756"
"0.795","9464","253.9617391"
"0.845","9924","278.1485714"
"0.895","10344","2778.785922"
"0.92","10550","3563.084125"
"0.945","10750","8936.915875"
