"Depth","Age","Influx"
"0.005","-19","0"
"0.03","141","0.585"
"0.235","1453","0.960782881"
"0.34","1932","15.38258865"
"0.435","2073","2.20212766"
"0.535","2214","2.704490085"
"0.74","2567","6.639581044"
"1.135","3295","2.876416667"
"1.24","3475","11.89175824"
"1.44","3839","8.826715116"
"1.535","4011","11.86678161"
"1.62","4185","3.074349076"
"1.83","4578","1.013798077"
"1.94","4786","0.146525424"
"2.035","4963","0.393530997"
"2.235","5334","0.194666667"
"2.435","5709","0.264774194"
"2.525","5864","0"
"2.635","6069","0.155738255"
"2.72","6218","0"
"2.825","6386","0"
"2.935","6576","0.268382353"
"3.135","6848","0"
"3.33","7070","0.303333333"
"3.44","7136","0.492916667"
"3.635","7244","0"
"3.725","7298","0"
"3.935","7419","0"
"4.14","7540","0"
"4.335","7657","0.634110169"
"4.54","7775","0"
"4.635","7834","0"
"4.74","7898","0"
"4.83","7955","0.313278689"
"4.935","8016","0.458729508"
"5.14","8138","0"
"5.23","8187","0"
"5.335","8248","1.942363636"
"5.425","8303","1.2315"
"5.53","8373","1.409122807"
"5.69","8487","1.665964912"
