"Depth","Age","Influx"
"0.007941","12","1.02"
"0.017941","27","0.52"
"0.029118","47","0.44"
"0.043529","70","0.52"
"0.053529","86","0.41"
"0.065882","105","0.52"
"0.073529","118","0.89"
"0.084706","135","1.04"
"0.092647","147","0.36"
"0.103824","165","0.57"
"0.112647","178","0.26"
"0.122647","195","1.23"
"0.155","259","0.89687138"
"0.162647","279","0.66"
"0.172647","313","1.36"
"0.195","407","1.161066"
"0.202941","444","0.76"
"0.214118","500","0.52"
"0.252941","696","1.16"
"0.303235","939","0.41"
"0.334412","1151","0.7"
"0.343235","1231","1.04"
"0.352059","1332","0.91"
"0.375588","1666","0.73"
"0.382059","1772","0.52"
"0.412353","2348","0.1"
"0.421176","2512","0.84"
"0.472353","3596","1.78"
"0.492353","4016","0.84"
"0.512647","4414","1.34"
"0.532647","4878","2.97"
"0.542647","5121","3.52"
"0.552647","5495","4.65"
"0.561471","5782","2.97"
"0.572647","6127","4.42"
"0.601765","6673","2.89"
"0.611765","6796","6.55"
"0.621765","6914","6.79"
"0.632941","7053","4.84"
"0.641765","7152","5.81"
"0.651765","7275","3.78"
"0.661765","7389","2.92"
"0.671765","7487","2.07"
"0.680882","7589","0.91"
"0.692059","7747","1.04"
