"Depth","Age","Influx"
"0","776","2355.824"
"0.05","820","102.771831"
"0.11","894","646.4496124"
"0.16","990","1751.322742"
"0.21","1088","654.054902"
"0.26","1201","1198.695415"
"0.31","1306","2005.63038"
"0.35","1390","5478.212923"
"0.4","1505","3204.414815"
"0.42","2490","1463.369231"
"0.45","3969","938.6112554"
"0.47","4963","2527.030303"
"0.52","6702","1997.933333"
"0.61","7940","4477.581818"
"0.73","9275","2944.51134"
"0.91","9603","1333.302326"
"1.1","9773","3489.579399"
"1.3","9914","2334.069565"
"1.4","9979","3235.33278"
"1.76","10202","3194.254971"
"1.81","10232","1862.151456"
"2.01","10339","6610.341463"
"2.21","10427","1496.069103"
"2.41","10509","482.9786667"
"3.02","10886","605.7530266"
