"Depth","Age","Influx"
"0.048","82","0.136210603"
"0.152","525","0.077107824"
"0.254","984","0.072567517"
"0.351","1425","0.043397118"
"0.448","1870","0.37832089"
"0.547","2324","0.199089874"
"0.652","2819","0.557501112"
"0.754","3279","0.123391966"
"0.848","3708","0.285067931"
"0.948","4143","0.132656519"
"1.05","4576","0.048088353"
"1.149","5021","0.109185143"
"1.251","5478","0.108090317"
"1.348","5917","0.123826551"
"1.448","6358","0.182785276"
"1.55","6777","0.119110172"
"1.649","7472","0.081797197"
"1.749","8230","0.120117676"
"1.851","9027","0.120357214"
"1.953","9726","0.079684777"
