Depth,Age,Influx
0.005,5113,2695.149692
0.045,5567,1517.358507
0.07,5855,2822.286667
0.09,6095,2943.288528
0.165,6958,7750.403116
0.22,7648,9666.766854
0.245,8004,6298.093047
0.285,8795,4861.953078
0.34,9932,6583.122232
0.4,11097,5489.667662
0.46,12303,5166.530033
0.53,13798,286.2436681
0.54,14027,0
0.635,15704,0
0.695,16477,2335.109924
0.775,17525,0
0.915,19422,0
0.965,20078,5173.943898
1.045,21176,3166.66087
1.085,21728,5361.673138
1.13,22324,5567.763276
1.2,23258,10542.48709
1.27,24172,13526.16777
1.33,24991,11271.38341
1.36,25401,9939.147929
1.435,26415,2524.729286
1.505,27354,10853.20053
1.565,28115,7390.880309
1.63,28826,4008.836033
1.69,29431,2064.485172
1.745,29984,2339.686372
1.8,30549,4203.372582
1.86,31126,4333.877058
1.92,31731,6043.606383
1.96,32107,15271.8354
2.03,32768,47619.44172
2.075,33230,14339.03802
2.105,33518,14796.45583
2.165,34136,30290.63398
2.205,34501,109356.3108
2.26,34937,32540.83857
2.27,35007,11225.27553
2.295,35198,6263.656
2.305,35273,8728.9125
2.36,35717,42849.21148
2.42,36205,17601.35926
2.44,36367,26984.17969
2.465,36575,35816.26999
2.545,37218,15067.96189
2.59,37603,21355.10392
2.645,38177,52669.10725
2.765,39607,458.3907693
