"Depth","Age","TRSH"
45,1696,22.0543806646526
140,2558,12.5
380,4770,39.8406374501992
390,4842,24.1610738255034
400,4910,15.625
420,5060,2.67175572519084
430,5131,7.16612377850163
440,5196,2.8169014084507
480,5454,16.8674698795181
490,5522,17.5675675675676
510,5660,21
520,5729,27.2727272727273
640,6470,30.4761904761905
650,6523,23.8095238095238
880,7750,20.2492211838006
890,7801,26.9480519480519
990,8326,24.4372990353698
1040,8595,22.6837060702875
1080,8816,33.6842105263158
1100,8921,42.5
1110,8974,31.9298245614035
1120,9026,16.6666666666667
1130,9079,20.5357142857143
1140,9132,17.2413793103448
1150,9183,15.3354632587859
1170,9284,25.3521126760563
1180,9336,50.8771929824561
1190,9386,49.2610837438424
1200,9436,46.2025316455696
1220,9541,49.0196078431373
1230,9600,45.7680250783699
1240,9664,34.1216216216216
1250,9728,6.48967551622419
1260,9792,8.18713450292398
1270,9858,3.76175548589342
1280,9926,16.1137440758294
1300,10066,22.0973782771536
1310,10135,15.6794425087108
1320,10204,20.7430340557276
1340,10341,14.8936170212766
1350,10408,26.1398176291793
1360,10476,29.1139240506329
1370,10540,29.1139240506329
1380,10597,12.1212121212121
1390,10654,27.6073619631902
1400,10710,18.3098591549296
1500,11296,10.1960784313726
1510,11355,16.4835164835165
1520,11413,10.4477611940299
