"Depth","Age","Influx"
"0.063963","33","3.659855854"
"0.139557","156","7.502666323"
"0.220965","280","14.77552379"
"0.30528","404","10.25338881"
"0.383781","526","6.262017823"
"0.462282","639","3.543917115"
"0.54369","761","13.87529408"
"0.619283","875","12.78272593"
"0.706506","1009","10.87535753"
"0.782099","1122","9.476965552"
"0.8606","1238","16.0925"
"0.9391","1344","15.15314054"
"1.023416","1447","5.590613114"
"1.099009","1632","5.463948753"
"1.180417","1903","8.028637867"
"1.261825","2218","3.023530927"
"1.337419","2548","4.834388694"
"1.413012","2845","3.672850446"
"1.497327","3148","4.252779003"
"1.57292","3457","0.958262242"
"1.660143","4043","2.997953353"
"1.735737","4664","2.928214698"
"1.81133","5279","5.253281021"
"1.915997","6177","5.289856398"
"2.235815","8863","6.790150238"
"2.311408","9492","2.680335273"
"2.352112","9844","3.565196006"
"2.389909","10158","1.270393263"
"2.430613","10519","3.495830032"
"2.468409","10834","1.819153286"
"2.506206","11135","1.286191462"
"2.552725","11560","1.60353835"
"2.593429","11846","2.128804505"
"2.634133","12123","0.792581132"
"2.663207","12371","0.622518303"
"2.709726","12816","0.525560471"
"2.75043","13190","0.20379136"
"2.791134","13640","0.537242916"
"2.826023","14079","0.198933547"
"2.866728","14540","0.328266288"
"2.907432","15019","0.477939419"
"2.945228","15439","0.476165075"
"2.985932","15893","0.401782013"
"3.038266","16522","0.237715795"
"3.073155","16900","0.729589737"
"3.113859","17349","0.314720515"
"3.157471","17862","0.226864103"
"3.195267","18291","0.260910217"
"3.233064","18734","0.232381699"
"3.27086","19179","0.228718737"
"3.314472","19670","0.217044857"
"3.349361","20084","0.426376607"
"3.390065","20545","0.309417265"
"3.430769","21032","0.233962487"
"3.471473","21508","0.263156093"
"3.512177","21981","0.460947239"
"3.547067","22383","0.074207286"
"3.593585","22887","0.240531629"
"3.634289","23350","0.253880426"
"3.669179","23726","0.283759628"
