"Depth","Age","Influx"
"0.01","6","337.4259006"
"0.03","18","104.6923077"
"0.05","31","86.61538462"
"0.07","44","123.6923077"
"0.09","57","25.2"
"0.11","72","21.78947368"
"0.13","91","51.35294118"
"0.15","108","10.875"
"0.17","124","71.47058824"
"0.19","141","142.75"
"0.21","157","198.375"
"0.23","173","168"
"0.25","189","145.9285714"
"0.27","203","464.7621907"
"0.29","218","269.1009727"
"0.31","234","69.16467554"
"0.33","250","67.09000471"
"0.35","267","43.125"
"0.37","283","53.46666667"
"0.39","298","71.4375"
"0.41","314","64.94444444"
"0.43","332","86.57894737"
"0.45","351","148"
"0.47","369","158.9682843"
"0.49","386","124.5307693"
"0.51","402","51.6"
"0.53","417","51"
"0.55","433","81.88235294"
"0.57","450","58.4375"
"0.59","466","47.4"
"0.61","481","43.9375"
"0.63","497","79.76470588"
"0.65","514","205.356487"
"0.67","532","244.0357757"
"0.69","550","246.7331472"
"0.71","565","478.3290239"
"0.73","579","779.4834684"
"0.75","596","206.5561266"
"0.77","617","88.47485509"
"0.79","636","104.0414703"
"0.81","664","173.4024505"
"0.83","706","79.39432954"
"0.85","754","108.528434"
"0.87","803","106.4494741"
"0.89","853","50.8012668"
"0.91","908","107.1425149"
"0.93","977","59.98901575"
"0.95","1039","38.52076708"
"0.97","1100","29.66023976"
"0.99","1161","76.03533868"
"1.01","1216","75.97717433"
"1.03","1279","103.8996947"
"1.05","1339","71.17861595"
"1.07","1402","82.4479576"
"1.09","1468","69.73210344"
"1.11","1535","40.31994418"
"1.13","1611","61.23988327"
"1.15","1684","60.69085768"
"1.17","1760","48.25150639"
"1.19","1833","70.20712098"
"1.21","1891","74.72407486"
"1.23","1942","91.52401878"
"1.25","1996","93.13565581"
"1.27","2050","109.7753409"
"1.29","2109","90.05476321"
"1.31","2165","104.9684645"
"1.33","2225","78.39314001"
"1.35","2286","59.22431262"
"1.37","2343","67.36773288"
"1.39","2408","29.8893255"
"1.41","2467","99.08219466"
"1.43","2524","97.62628531"
"1.45","2575","161.5576269"
"1.47","2634","54.17804158"
"1.49","2698","87.02839969"
"1.51","2755","68.86190056"
"1.53","2814","89.1308977"
"1.55","2875","63.63291087"
"1.57","2940","40.33523631"
"1.59","3007","68.70663133"
"1.61","3068","29.00946656"
"1.63","3131","62.96167007"
"1.65","3190","92.71446573"
"1.67","3248","80.15773656"
"1.69","3310","174.5148436"
"1.71","3370","195.5848772"
"1.73","3430","130.1932438"
"1.75","3489","125.2714559"
"1.77","3552","80.26343907"
"1.79","3617","78.03716152"
"1.81","3671","147.2866601"
"1.83","3716","99.83281735"
"1.85","3760","90.96757989"
"1.87","3810","124.6049894"
"1.89","3864","131.1672053"
"1.91","3908","321.8641422"
"1.93","3934","208.5532539"
"1.95","3966","236.6561746"
"1.97","3996","292.1667704"
"1.99","4024","257.3375646"
"2.01","4046","649.048644"
"2.03","4066","538.4564145"
"2.05","4084","442.6153513"
"2.07","4103","421.1462032"
"2.09","4121","466.9506241"
"2.11","4139","608.9293601"
"2.13","4156","464.7943341"
"2.15","4175","604.8728247"
"2.17","4193","591.0951458"
"2.19","4214","497.5806564"
"2.21","4233","589.3502154"
"2.23","4251","700.1532907"
"2.25","4272","820.3812857"
"2.27","4291","702.1817722"
"2.29","4311","1083.877244"
"2.31","4330","857.2297369"
"2.33","4350","775.7822443"
"2.35","4369","507.9710277"
"2.37","4389","869.0116519"
"2.39","4407","591.415905"
"2.41","4424","427.3552469"
"2.43","4444","331.9729933"
"2.45","4465","429.3123449"
"2.47","4487","534.3849104"
"2.49","4505","359.6737621"
"2.51","4526","297.4876599"
"2.53","4545","555.9511585"
"2.55","4569","625.5575196"
"2.57","4590","341.5701101"
"2.59","4611","370.3614603"
"2.61","4632","323.5624292"
"2.63","4657","346.704232"
"2.65","4683","267.2401681"
"2.67","4715","247.6393852"
"2.69","4746","293.1482937"
"2.71","4782","216.0823555"
"2.73","4822","173.5282868"
"2.75","4874","159.6368891"
"2.77","4928","157.0437288"
"2.79","4984","148.688197"
"2.81","5049","96.62551645"
"2.83","5133","106.6588658"
"2.85","5210","88.34606111"
"2.87","5283","117.2727894"
"2.89","5351","121.1559189"
"2.91","5422","133.4053758"
"2.93","5494","136.6215813"
"2.95","5575","128.888551"
"2.97","5647","101.1705146"
"2.99","5727","110.4876909"
"3.01","5801","109.2497336"
"3.03","5875","96.49807772"
"3.05","5964","82.39469665"
"3.07","6050","84.30332655"
"3.09","6129","82.4479576"
"3.11","6210","95.58946407"
"3.13","6294","75.14106189"
"3.15","6378","44.98229026"
"3.17","6456","44.08675511"
"3.19","6552","112.5111409"
"3.21","6623","104.5173604"
"3.23","6700","123.8009629"
"3.25","6771","98.78084979"
"3.27","6847","103.9224978"
"3.29","6924","121.6720251"
"3.31","6995","125.6170556"
"3.33","7068","79.29518577"
"3.35","7145","96.92441655"
"3.37","7226","73.55651119"
"3.39","7311","101.6719342"
"3.41","7377","90.91181798"
"3.43","7423","101.7654742"
"3.45","7469","132.5579941"
"3.47","7519","148.552065"
"3.49","7563","78.80442412"
