Depth,Age,Influx
0.010294,-19,157.450341
0.108824,261,145.1173858
0.154412,400,109.4551058
0.205882,555,162.2984808
0.257353,720,97.11626533
0.3,855,126.8114643
0.351471,1014,139.6091625
0.402941,1166,119.4184626
0.45,1295,98.49758465
0.505882,1521,96.36626362
0.55,1757,108.0861904
0.604412,2098,96.41908564
0.655882,2421,88.90944447
0.704412,2714,83.93441434
0.754412,3096,45.1182772
0.802941,3615,34.94346726
0.852941,4307,18.91371218
0.901471,4971,20.28078452
0.957353,5731,11.25869088
1.007353,6401,12.70056286
1.05,7001,10.93636081
1.102941,7727,15.5896774
1.154412,8435,23.33986291
1.204412,9128,22.3479115
1.255882,9793,17.22022351
1.307353,10350,11.64537322
1.355882,10717,14.99482239
1.402941,11076,12.64200635
1.454412,11480,5.882417883
1.5,11856,5.167585671
1.555882,12302,14.53146314
1.608823,12711,5.166580053
1.660294,13108,6.826004925
1.711765,13489,7.092272585
1.758824,13840,8.594759022
1.805882,14148,7.289284343
1.860294,14554,7.140577975
