"Depth","Age","Influx"
"0","0","143607.7796"
"0.05","152","65756.28652"
"0.1","330","143223.4167"
"0.15","510","83778.93048"
"0.2","697","35037.96667"
"0.25","877","45423.15686"
"0.3","1132","12870.57769"
"0.35","1885","21858.3325"
"0.4","2888","3566.710351"
"0.45","3941","4345.685349"
"0.5","4958","3557.540038"
"0.55","6007","2954.011823"
"0.6","7022","4973.091867"
"0.65","8018","5811.299793"
"0.7","8982","6748.79"
"0.75","9682","11247.14591"
"0.8","10220","11639.61982"
"0.85","10775","20102.15893"
"0.9","11335","22338.50368"
"0.95","11879","15405.02852"
"1","12440","21799.28505"
"1.05","12975","18228.54372"
"1.1","13524","30475.79395"
"1.15","14053","15738.87887"
"1.2","14635","10495.04639"
